customer_id,date,data_used_MB,voice_minutes
45,2025-07-22,512.94,47
89,2025-07-22,8.86,55
25,2025-07-22,168.18,48
81,2025-07-22,227.04,45
62,2025-07-22,508.1,47
75,2025-07-22,413.98,51
15,2025-07-22,348.9,51
14,2025-07-22,41.52,58
20,2025-07-22,525.27,58
8,2025-07-22,391.96,65
17,2025-07-22,570.61,51
24,2025-07-22,984.62,47
72,2025-07-22,140.95,52
41,2025-07-22,15.59,52
42,2025-07-22,553.98,51
6,2025-07-22,332.05,46
38,2025-07-22,270.33,50
84,2025-07-22,1084.26,51
64,2025-07-22,551.01,64
10,2025-07-22,383.31,39
53,2025-07-22,194.84,57
47,2025-07-22,8.06,45
27,2025-07-22,40.46,54
46,2025-07-22,439.67,39
77,2025-07-22,261.49,50
74,2025-07-22,421.64,48
58,2025-07-22,720.01,46
57,2025-07-22,717.67,35
78,2025-07-22,546.3,51
13,2025-07-22,35.5,54
99,2025-07-22,148.47,61
48,2025-07-22,381.67,51
95,2025-07-22,1460.04,37
73,2025-07-22,17.69,48
86,2025-07-22,219.21,55
7,2025-07-22,212.06,47
3,2025-07-22,142.32,52
5,2025-07-22,326.84,48
98,2025-07-22,70.25,45
63,2025-07-22,380.26,63
68,2025-07-22,175.07,44
83,2025-07-22,531.43,51
54,2025-07-22,339.88,48
30,2025-07-22,230.78,54
52,2025-07-22,55.15,53
31,2025-07-22,76.55,58
79,2025-07-22,340.26,36
1,2025-07-22,74.68,53
90,2025-07-22,278.57,55
82,2025-07-22,99.14,49
39,2025-07-22,677.47,49
33,2025-07-22,324.85,41
16,2025-07-22,389.14,47
28,2025-07-22,120.38,51
26,2025-07-22,908.21,58
59,2025-07-22,663.94,50
85,2025-07-22,316.68,51
35,2025-07-22,609.06,38
80,2025-07-22,7.81,43
65,2025-07-22,126.54,61
87,2025-07-22,41.74,47
36,2025-07-22,548.81,42
34,2025-07-22,28.8,53
9,2025-07-22,22.82,57
67,2025-07-22,5.45,45
23,2025-07-22,27.25,44
76,2025-07-22,122.13,51
43,2025-07-22,1304.39,60
94,2025-07-22,1722.41,59
22,2025-07-22,288.72,35
19,2025-07-22,319.08,50
71,2025-07-22,204.99,51
44,2025-07-22,213.11,58
18,2025-07-22,305.53,49
91,2025-07-22,23.43,51
21,2025-07-22,200.16,51
29,2025-07-22,227.37,52
92,2025-07-22,428.99,58
70,2025-07-22,576.99,61
37,2025-07-22,418.16,57
