customer_id,date,amount_billed,amount_paid
51,2025-07-20,89.81,77.86
39,2025-07-20,81.52,58.1
10,2025-07-20,17.21,31.27
53,2025-07-20,77.26,6.58
24,2025-07-20,87.58,4.14
57,2025-07-20,38.98,38.5
11,2025-07-20,66.2,56.21
91,2025-07-20,80.39,93.29
1,2025-07-20,49.33,50.89
55,2025-07-20,61.25,64.72
42,2025-07-20,61.14,4.67
96,2025-07-20,85.03,65.96
31,2025-07-20,56.31,19.24
92,2025-07-20,42.12,29.51
61,2025-07-20,26.05,22.86
52,2025-07-20,46.49,39.83
78,2025-07-20,52.48,88.71
99,2025-07-20,34.86,44.85
12,2025-07-20,35.89,73.33
72,2025-07-20,67.93,20.18
19,2025-07-20,87.93,91.37
67,2025-07-20,65.01,86.95
13,2025-07-20,11.25,43.85
73,2025-07-20,12.6,33.37
100,2025-07-20,81.35,10.62
44,2025-07-20,81.64,59.16
9,2025-07-20,14.29,32.72
81,2025-07-20,63.83,40.09
95,2025-07-20,60.12,30.62
98,2025-07-20,25.99,22.38
45,2025-07-20,85.85,68.42
63,2025-07-20,90.51,62.77
62,2025-07-20,22.3,57.02
35,2025-07-20,93.09,50.98
59,2025-07-20,55.33,68.98
54,2025-07-20,40.35,19.17
3,2025-07-20,89.09,66.71
7,2025-07-20,64.71,37.96
18,2025-07-20,20.56,37.66
83,2025-07-20,25.47,66.08
40,2025-07-20,21.09,9.57
46,2025-07-20,70.05,15.23
8,2025-07-20,54.55,20.73
2,2025-07-20,54.83,20.19
32,2025-07-20,36.71,53.09
29,2025-07-20,99.6,5.73
84,2025-07-20,22.4,18.04
93,2025-07-20,84.47,52.16
88,2025-07-20,52.41,50.63
6,2025-07-20,39.71,26.65
25,2025-07-20,19.06,67.2
23,2025-07-20,23.41,94.88
97,2025-07-20,97.11,93.13
64,2025-07-20,99.82,26.9
27,2025-07-20,24.37,0.16
17,2025-07-20,75.39,32.24
76,2025-07-20,45.66,42.06
74,2025-07-20,25.52,99.88
48,2025-07-20,28.77,55.19
43,2025-07-20,64.73,80.19
80,2025-07-20,39.49,20.69
15,2025-07-20,66.58,10.74
77,2025-07-20,59.52,54.51
21,2025-07-20,20.66,97.57
65,2025-07-20,68.34,59.15
38,2025-07-20,20.88,25.65
86,2025-07-20,89.03,80.57
60,2025-07-20,49.59,89.06
56,2025-07-20,30.81,78.26
30,2025-07-20,72.16,34.16
71,2025-07-20,41.95,3.17
34,2025-07-20,78.85,78.73
20,2025-07-20,20.26,96.79
41,2025-07-20,79.63,18.47
26,2025-07-20,41.25,52.72
94,2025-07-20,56.62,40.94
14,2025-07-20,84.79,65.21
85,2025-07-20,40.17,47.9
79,2025-07-20,43.73,88.58
87,2025-07-20,14.2,25.85
