bill_id,customer_id,date,amount_billed,amount_paid
1,76,2025-07-04,41.05,70.82
2,12,2025-07-04,18.82,26.21
3,89,2025-07-04,73.2,28.7
4,24,2025-07-04,54.42,50.76
5,63,2025-07-04,37.98,35.53
6,57,2025-07-04,46.13,24.46
7,83,2025-07-04,56.73,34.77
8,94,2025-07-04,17.37,0.6
9,36,2025-07-04,93.91,42.8
10,72,2025-07-04,13.06,62.45
11,27,2025-07-04,26.86,4.33
12,5,2025-07-04,83.21,47.73
13,67,2025-07-04,94.4,33.31
14,31,2025-07-04,90.25,15.97
15,7,2025-07-04,76.07,41.88
16,81,2025-07-04,94.22,32.65
17,18,2025-07-04,90.7,65.45
18,86,2025-07-04,64.39,37.14
19,49,2025-07-04,80.51,5.17
20,65,2025-07-04,74.69,82.05
21,20,2025-07-04,88.6,47.7
22,21,2025-07-04,87.69,40.62
23,100,2025-07-04,61.89,33.36
24,4,2025-07-04,60.72,12.99
25,25,2025-07-04,82.73,28.14
26,42,2025-07-04,42.51,75.94
27,66,2025-07-04,92.07,32.48
28,60,2025-07-04,49.61,68.9
29,14,2025-07-04,63.17,55.35
30,62,2025-07-04,68.85,6.25
31,88,2025-07-04,75.25,85.94
32,34,2025-07-04,86.26,43.06
33,28,2025-07-04,66.55,35.52
34,77,2025-07-04,27.44,6.22
35,30,2025-07-04,18.47,19.23
36,97,2025-07-04,27.23,79.63
37,79,2025-07-04,18.89,10.64
38,71,2025-07-04,32.58,35.4
39,13,2025-07-04,80.33,60.94
40,98,2025-07-04,82.73,60.44
41,56,2025-07-04,64.1,43.87
42,87,2025-07-04,62.83,63.56
43,96,2025-07-04,63.4,49.56
44,70,2025-07-04,79.57,49.35
45,33,2025-07-04,82.86,32.67
46,51,2025-07-04,68.84,72.74
47,37,2025-07-04,84.85,58.2
48,39,2025-07-04,20.92,77.84
49,35,2025-07-04,35.09,70.25
50,11,2025-07-04,29.16,55.37
51,53,2025-07-04,75.02,6.56
52,85,2025-07-04,10.03,79.96
53,61,2025-07-04,29.3,37.98
54,16,2025-07-04,62.8,49.93
55,80,2025-07-04,68.97,52.69
56,99,2025-07-04,36.54,16.58
57,2,2025-07-04,77.03,98.79
58,48,2025-07-04,94.58,33.05
59,91,2025-07-04,54.9,11.4
60,15,2025-07-04,18.76,82.55
61,45,2025-07-04,27.07,22.36
62,64,2025-07-04,99.36,59.19
63,59,2025-07-04,29.07,72.41
64,84,2025-07-04,23.37,90.58
65,1,2025-07-04,71.44,11.21
66,54,2025-07-04,73.9,15.98
67,68,2025-07-04,80.3,41.37
68,8,2025-07-04,70.01,17.51
69,26,2025-07-04,21.96,90.9
70,74,2025-07-04,32.51,38.1
71,3,2025-07-04,69.31,83.62
72,6,2025-07-04,49.75,4.16
73,22,2025-07-04,80.51,7.01
74,38,2025-07-04,46.85,18.67
75,90,2025-07-04,23.52,81.2
76,47,2025-07-04,68.94,75.95
77,93,2025-07-04,17.26,62.68
78,78,2025-07-04,28.38,11.48
79,23,2025-07-04,39.21,77.82
80,82,2025-07-04,26.68,39.34
