customer_id,date,data_used_MB,voice_minutes
89,2025-07-24,419.51,38
36,2025-07-24,739.58,53
92,2025-07-24,75.11,51
20,2025-07-24,50.69,51
31,2025-07-24,248.65,47
5,2025-07-24,310.41,50
26,2025-07-24,119.67,55
97,2025-07-24,97.53,48
88,2025-07-24,257.1,43
67,2025-07-24,408.13,60
54,2025-07-24,586.88,42
68,2025-07-24,317.12,44
84,2025-07-24,415.86,49
9,2025-07-24,291.56,48
19,2025-07-24,208.24,46
99,2025-07-24,81.88,69
34,2025-07-24,299.53,56
42,2025-07-24,105.76,53
62,2025-07-24,441.13,62
12,2025-07-24,219.15,44
87,2025-07-24,184.73,53
91,2025-07-24,251.4,54
45,2025-07-24,461.37,50
11,2025-07-24,31.15,43
15,2025-07-24,178.49,56
95,2025-07-24,249.71,48
40,2025-07-24,236.3,50
22,2025-07-24,219.7,54
23,2025-07-24,438.59,47
60,2025-07-24,84.45,50
78,2025-07-24,43.39,50
25,2025-07-24,8.78,64
100,2025-07-24,436.77,42
21,2025-07-24,196.66,51
8,2025-07-24,572.94,57
28,2025-07-24,17.59,49
82,2025-07-24,7.19,52
77,2025-07-24,170.66,43
70,2025-07-24,34.6,59
13,2025-07-24,1171.95,33
83,2025-07-24,110.78,65
63,2025-07-24,517.99,52
80,2025-07-24,331.29,43
71,2025-07-24,84.48,47
41,2025-07-24,3.05,47
96,2025-07-24,9.76,59
56,2025-07-24,52.52,52
76,2025-07-24,92.65,42
55,2025-07-24,73.51,41
43,2025-07-24,553.67,50
66,2025-07-24,1.11,61
65,2025-07-24,524.37,52
35,2025-07-24,441.17,48
29,2025-07-24,137.98,55
59,2025-07-24,83.18,50
18,2025-07-24,58.4,46
17,2025-07-24,177.63,55
2,2025-07-24,142.14,43
37,2025-07-24,54.61,39
16,2025-07-24,264.22,43
14,2025-07-24,156.51,54
46,2025-07-24,644.41,54
50,2025-07-24,36.42,60
39,2025-07-24,497.08,61
32,2025-07-24,544.66,44
93,2025-07-24,196.66,52
85,2025-07-24,383.22,53
74,2025-07-24,26.94,62
33,2025-07-24,703.92,54
49,2025-07-24,384.89,53
72,2025-07-24,3.77,48
44,2025-07-24,180.14,50
53,2025-07-24,505.05,64
7,2025-07-24,83.05,54
51,2025-07-24,221.44,43
6,2025-07-24,8.85,64
48,2025-07-24,289.42,43
90,2025-07-24,477.53,49
86,2025-07-24,206.13,54
52,2025-07-24,1048.55,36
