usage_id,customer_id,date,data_used_MB,voice_minutes
1,71,2025-07-05,170.6,49
2,38,2025-07-05,886.27,53
3,85,2025-07-05,106.67,44
4,61,2025-07-05,530.93,51
5,24,2025-07-05,388.31,44
6,74,2025-07-05,250.31,50
7,67,2025-07-05,569.58,45
8,82,2025-07-05,772.45,50
9,95,2025-07-05,272.78,52
10,19,2025-07-05,337.08,58
11,59,2025-07-05,437.82,51
12,54,2025-07-05,461.35,44
13,65,2025-07-05,71.59,68
14,27,2025-07-05,105.98,43
15,45,2025-07-05,576.18,54
16,73,2025-07-05,876.87,52
17,39,2025-07-05,659.13,52
18,96,2025-07-05,87.13,42
19,9,2025-07-05,0.45,49
20,13,2025-07-05,179.93,55
21,52,2025-07-05,365.03,47
22,91,2025-07-05,193.3,59
23,51,2025-07-05,435.94,53
24,77,2025-07-05,146.31,66
25,62,2025-07-05,949.69,52
26,94,2025-07-05,685.75,62
27,6,2025-07-05,35.25,43
28,12,2025-07-05,49.05,53
29,43,2025-07-05,114.03,56
30,48,2025-07-05,125.29,43
31,84,2025-07-05,739.56,42
32,16,2025-07-05,869.55,59
33,66,2025-07-05,331.25,53
34,7,2025-07-05,215.99,52
35,80,2025-07-05,184.37,51
36,18,2025-07-05,129.39,47
37,17,2025-07-05,683.0,53
38,58,2025-07-05,345.75,49
39,23,2025-07-05,794.36,54
40,22,2025-07-05,1179.21,47
41,2,2025-07-05,368.3,55
42,8,2025-07-05,230.6,49
43,44,2025-07-05,314.19,54
44,68,2025-07-05,159.18,48
45,30,2025-07-05,16.37,61
46,10,2025-07-05,65.39,44
47,26,2025-07-05,65.49,51
48,76,2025-07-05,612.03,37
49,28,2025-07-05,60.58,63
50,86,2025-07-05,111.96,51
51,47,2025-07-05,28.44,46
52,79,2025-07-05,604.52,57
53,75,2025-07-05,52.77,55
54,56,2025-07-05,56.61,58
55,33,2025-07-05,175.49,69
56,35,2025-07-05,549.9,46
57,88,2025-07-05,499.33,64
58,42,2025-07-05,256.51,42
59,5,2025-07-05,39.87,61
60,15,2025-07-05,303.87,47
61,37,2025-07-05,128.46,58
62,89,2025-07-05,217.11,59
63,60,2025-07-05,549.22,43
64,55,2025-07-05,191.26,70
65,31,2025-07-05,446.88,47
66,41,2025-07-05,179.22,55
67,50,2025-07-05,89.78,36
68,57,2025-07-05,466.23,47
69,69,2025-07-05,235.43,55
70,93,2025-07-05,177.65,41
71,83,2025-07-05,206.74,58
72,36,2025-07-05,42.48,48
73,14,2025-07-05,1237.31,39
74,63,2025-07-05,638.96,44
75,98,2025-07-05,110.32,53
76,29,2025-07-05,117.91,59
77,81,2025-07-05,752.08,51
78,72,2025-07-05,536.32,47
79,4,2025-07-05,117.94,54
80,32,2025-07-05,190.03,44
