usage_id,customer_id,date,data_used_MB,voice_minutes
1,15,2025-07-02,437.82,59
2,61,2025-07-02,0.54,53
3,11,2025-07-02,142.35,39
4,84,2025-07-02,70.18,43
5,67,2025-07-02,218.81,62
6,50,2025-07-02,236.87,48
7,19,2025-07-02,618.17,57
8,87,2025-07-02,26.0,53
9,28,2025-07-02,206.98,63
10,94,2025-07-02,13.79,49
11,23,2025-07-02,19.1,56
12,77,2025-07-02,366.64,45
13,12,2025-07-02,600.36,44
14,42,2025-07-02,290.76,50
15,43,2025-07-02,235.71,49
16,89,2025-07-02,155.29,46
17,51,2025-07-02,0.03,51
18,7,2025-07-02,389.3,61
19,72,2025-07-02,273.67,51
20,68,2025-07-02,110.98,54
21,5,2025-07-02,473.62,50
22,33,2025-07-02,276.24,49
23,95,2025-07-02,34.31,60
24,25,2025-07-02,125.78,54
25,32,2025-07-02,65.24,49
26,81,2025-07-02,223.62,48
27,38,2025-07-02,14.89,43
28,47,2025-07-02,344.44,63
29,74,2025-07-02,126.33,45
30,8,2025-07-02,159.77,58
31,53,2025-07-02,66.44,49
32,57,2025-07-02,27.15,38
33,46,2025-07-02,57.11,49
34,59,2025-07-02,421.26,52
35,52,2025-07-02,158.36,45
36,98,2025-07-02,51.36,51
37,64,2025-07-02,175.4,61
38,75,2025-07-02,80.13,47
39,66,2025-07-02,85.75,40
40,76,2025-07-02,102.01,54
41,30,2025-07-02,572.27,55
42,10,2025-07-02,55.84,54
43,62,2025-07-02,54.24,50
44,24,2025-07-02,555.06,47
45,83,2025-07-02,188.55,50
46,18,2025-07-02,45.69,50
47,49,2025-07-02,23.38,45
48,70,2025-07-02,156.46,47
49,92,2025-07-02,437.62,45
50,1,2025-07-02,236.03,53
51,90,2025-07-02,614.18,56
52,27,2025-07-02,619.44,50
53,99,2025-07-02,204.52,43
54,37,2025-07-02,268.24,56
55,36,2025-07-02,29.47,47
56,26,2025-07-02,96.55,55
57,56,2025-07-02,888.47,59
58,91,2025-07-02,539.76,51
59,65,2025-07-02,213.33,42
60,4,2025-07-02,222.51,36
61,85,2025-07-02,26.25,36
62,69,2025-07-02,237.67,46
63,17,2025-07-02,58.5,54
64,100,2025-07-02,108.75,53
65,20,2025-07-02,926.22,45
66,21,2025-07-02,140.76,48
67,60,2025-07-02,157.74,48
68,35,2025-07-02,174.93,64
69,45,2025-07-02,223.81,50
70,16,2025-07-02,148.23,65
71,3,2025-07-02,19.48,54
72,6,2025-07-02,116.36,60
73,88,2025-07-02,313.18,41
74,86,2025-07-02,159.14,52
75,78,2025-07-02,208.09,51
76,14,2025-07-02,542.89,43
77,13,2025-07-02,316.62,46
78,97,2025-07-02,923.44,51
79,34,2025-07-02,423.97,55
80,41,2025-07-02,330.65,48
