usage_id,customer_id,date,data_used_MB,voice_minutes
1,76,2025-07-04,153.99,41
2,12,2025-07-04,190.2,53
3,89,2025-07-04,199.87,43
4,24,2025-07-04,123.49,63
5,63,2025-07-04,244.98,42
6,57,2025-07-04,870.5,54
7,83,2025-07-04,299.68,39
8,94,2025-07-04,54.92,50
9,36,2025-07-04,121.07,39
10,72,2025-07-04,137.92,48
11,27,2025-07-04,17.61,59
12,5,2025-07-04,280.32,55
13,67,2025-07-04,77.18,37
14,31,2025-07-04,138.12,45
15,7,2025-07-04,244.27,52
16,81,2025-07-04,782.46,59
17,18,2025-07-04,359.14,62
18,86,2025-07-04,89.14,34
19,49,2025-07-04,245.92,50
20,65,2025-07-04,480.65,50
21,20,2025-07-04,366.37,48
22,21,2025-07-04,43.15,50
23,100,2025-07-04,231.54,59
24,4,2025-07-04,1388.09,69
25,25,2025-07-04,220.3,58
26,42,2025-07-04,302.83,62
27,66,2025-07-04,215.98,49
28,60,2025-07-04,9.05,42
29,14,2025-07-04,120.48,55
30,62,2025-07-04,134.12,49
31,88,2025-07-04,628.49,50
32,34,2025-07-04,5.6,48
33,28,2025-07-04,1249.43,45
34,77,2025-07-04,500.73,58
35,30,2025-07-04,101.5,61
36,97,2025-07-04,256.27,49
37,79,2025-07-04,40.9,53
38,71,2025-07-04,223.99,47
39,13,2025-07-04,0.1,50
40,98,2025-07-04,241.34,48
41,56,2025-07-04,248.27,54
42,87,2025-07-04,296.99,61
43,96,2025-07-04,383.89,50
44,70,2025-07-04,118.06,53
45,33,2025-07-04,200.21,59
46,51,2025-07-04,626.9,47
47,37,2025-07-04,440.21,50
48,39,2025-07-04,39.72,50
49,35,2025-07-04,418.67,53
50,11,2025-07-04,488.59,48
51,53,2025-07-04,314.81,66
52,85,2025-07-04,1153.78,47
53,61,2025-07-04,182.78,40
54,16,2025-07-04,180.88,51
55,80,2025-07-04,434.66,46
56,99,2025-07-04,327.59,58
57,2,2025-07-04,11.55,50
58,48,2025-07-04,687.68,48
59,91,2025-07-04,297.18,47
60,15,2025-07-04,200.58,43
61,45,2025-07-04,179.82,51
62,64,2025-07-04,838.73,50
63,59,2025-07-04,6.28,53
64,84,2025-07-04,151.97,36
65,1,2025-07-04,1192.38,43
66,54,2025-07-04,365.58,65
67,68,2025-07-04,104.16,45
68,8,2025-07-04,82.88,46
69,26,2025-07-04,951.52,56
70,74,2025-07-04,72.64,36
71,3,2025-07-04,67.52,49
72,6,2025-07-04,191.87,48
73,22,2025-07-04,510.23,49
74,38,2025-07-04,205.0,60
75,90,2025-07-04,853.23,46
76,47,2025-07-04,648.52,46
77,93,2025-07-04,49.06,41
78,78,2025-07-04,34.31,47
79,23,2025-07-04,263.92,46
80,82,2025-07-04,140.51,37
