customer_id,date,data_used_MB,voice_minutes
53,2025-07-12,321.88,45
48,2025-07-12,144.62,51
21,2025-07-12,36.24,59
20,2025-07-12,1038.79,37
68,2025-07-12,42.01,47
49,2025-07-12,693.63,51
70,2025-07-12,239.25,49
96,2025-07-12,78.08,36
75,2025-07-12,209.78,46
12,2025-07-12,8.1,47
88,2025-07-12,344.7,51
79,2025-07-12,51.64,57
3,2025-07-12,390.96,53
97,2025-07-12,234.66,50
73,2025-07-12,261.53,52
55,2025-07-12,13.75,55
26,2025-07-12,835.13,55
86,2025-07-12,161.92,52
15,2025-07-12,506.66,47
34,2025-07-12,236.94,44
71,2025-07-12,640.49,61
17,2025-07-12,126.15,49
45,2025-07-12,33.44,51
78,2025-07-12,372.72,55
80,2025-07-12,100.74,42
52,2025-07-12,547.7,54
5,2025-07-12,105.22,52
35,2025-07-12,332.77,47
23,2025-07-12,346.29,52
72,2025-07-12,673.91,44
77,2025-07-12,607.35,52
39,2025-07-12,276.01,55
36,2025-07-12,161.18,63
98,2025-07-12,495.49,54
29,2025-07-12,3.77,52
95,2025-07-12,176.46,45
10,2025-07-12,70.28,51
54,2025-07-12,291.43,48
67,2025-07-12,8.85,34
50,2025-07-12,362.94,52
81,2025-07-12,347.38,49
8,2025-07-12,221.03,58
6,2025-07-12,251.4,46
18,2025-07-12,276.29,43
42,2025-07-12,622.01,67
24,2025-07-12,300.85,43
30,2025-07-12,476.89,51
38,2025-07-12,0.03,43
27,2025-07-12,434.59,50
41,2025-07-12,158.34,57
84,2025-07-12,363.74,53
93,2025-07-12,567.4,52
91,2025-07-12,381.55,40
14,2025-07-12,36.3,49
16,2025-07-12,194.43,54
99,2025-07-12,68.45,45
31,2025-07-12,12.01,40
61,2025-07-12,62.09,45
69,2025-07-12,161.83,50
85,2025-07-12,386.81,52
28,2025-07-12,368.77,46
13,2025-07-12,237.24,61
33,2025-07-12,149.02,56
58,2025-07-12,34.47,38
59,2025-07-12,61.25,53
11,2025-07-12,187.57,56
25,2025-07-12,52.41,38
87,2025-07-12,192.94,47
37,2025-07-12,236.01,62
2,2025-07-12,110.44,57
44,2025-07-12,590.56,56
22,2025-07-12,29.36,38
57,2025-07-12,775.55,43
76,2025-07-12,226.05,50
51,2025-07-12,276.66,49
92,2025-07-12,798.51,56
90,2025-07-12,369.25,40
62,2025-07-12,45.28,62
40,2025-07-12,197.4,47
1,2025-07-12,308.81,41
