customer_id,date,data_used_MB,voice_minutes
66,2025-07-14,843.6,56
97,2025-07-14,79.75,50
65,2025-07-14,723.69,54
14,2025-07-14,222.41,52
48,2025-07-14,30.38,65
95,2025-07-14,221.63,54
99,2025-07-14,73.12,64
80,2025-07-14,121.83,53
59,2025-07-14,807.25,40
82,2025-07-14,48.74,52
1,2025-07-14,210.13,52
12,2025-07-14,137.69,50
61,2025-07-14,157.22,63
25,2025-07-14,543.36,41
87,2025-07-14,437.36,55
76,2025-07-14,176.89,53
36,2025-07-14,191.64,49
49,2025-07-14,144.89,60
77,2025-07-14,60.75,60
33,2025-07-14,311.67,38
45,2025-07-14,332.47,39
86,2025-07-14,13.78,33
34,2025-07-14,504.45,46
11,2025-07-14,703.8,45
28,2025-07-14,244.12,39
2,2025-07-14,133.91,61
92,2025-07-14,272.23,54
54,2025-07-14,263.67,55
31,2025-07-14,257.87,43
93,2025-07-14,864.8,53
22,2025-07-14,67.82,49
9,2025-07-14,695.82,47
40,2025-07-14,213.2,40
43,2025-07-14,29.41,68
72,2025-07-14,51.54,41
96,2025-07-14,390.86,63
13,2025-07-14,852.25,53
52,2025-07-14,289.32,53
32,2025-07-14,110.62,60
21,2025-07-14,490.89,43
42,2025-07-14,44.79,47
90,2025-07-14,271.45,45
71,2025-07-14,14.78,46
19,2025-07-14,827.55,46
58,2025-07-14,367.43,44
79,2025-07-14,371.23,55
24,2025-07-14,1071.67,61
20,2025-07-14,85.16,46
6,2025-07-14,350.7,29
83,2025-07-14,456.48,56
84,2025-07-14,261.37,68
51,2025-07-14,133.52,47
81,2025-07-14,53.74,54
94,2025-07-14,1023.15,51
63,2025-07-14,415.45,38
41,2025-07-14,14.46,38
53,2025-07-14,507.33,48
57,2025-07-14,220.1,48
55,2025-07-14,44.82,55
17,2025-07-14,592.99,58
3,2025-07-14,48.29,53
60,2025-07-14,110.94,36
91,2025-07-14,47.93,45
56,2025-07-14,31.95,55
30,2025-07-14,156.56,43
85,2025-07-14,95.35,42
38,2025-07-14,176.99,40
75,2025-07-14,368.62,54
78,2025-07-14,1124.09,47
18,2025-07-14,504.96,65
70,2025-07-14,551.79,46
89,2025-07-14,341.98,46
5,2025-07-14,385.39,55
46,2025-07-14,155.67,49
10,2025-07-14,274.86,45
73,2025-07-14,41.68,56
50,2025-07-14,225.16,57
88,2025-07-14,906.55,55
37,2025-07-14,338.78,61
69,2025-07-14,789.26,55
