customer_id,date,data_used_MB,voice_minutes
68,2025-07-16,928.9,49
41,2025-07-16,388.05,53
6,2025-07-16,756.5,62
24,2025-07-16,706.42,49
56,2025-07-16,93.74,48
93,2025-07-16,363.52,58
65,2025-07-16,2918.88,54
27,2025-07-16,417.04,56
51,2025-07-16,72.53,41
40,2025-07-16,249.55,47
99,2025-07-16,207.62,44
12,2025-07-16,1232.94,55
15,2025-07-16,360.03,63
13,2025-07-16,64.35,64
63,2025-07-16,366.17,62
67,2025-07-16,167.84,49
32,2025-07-16,159.91,42
98,2025-07-16,8.72,50
23,2025-07-16,363.91,55
4,2025-07-16,317.61,44
19,2025-07-16,288.29,49
36,2025-07-16,399.79,51
50,2025-07-16,472.98,51
54,2025-07-16,59.61,45
52,2025-07-16,0.35,54
84,2025-07-16,20.26,36
64,2025-07-16,34.87,53
97,2025-07-16,690.65,56
92,2025-07-16,165.45,50
96,2025-07-16,227.23,48
88,2025-07-16,177.71,41
26,2025-07-16,33.5,47
55,2025-07-16,334.63,48
60,2025-07-16,35.69,47
100,2025-07-16,81.48,56
74,2025-07-16,133.95,40
10,2025-07-16,224.13,46
17,2025-07-16,325.14,49
5,2025-07-16,72.22,51
18,2025-07-16,20.11,45
95,2025-07-16,17.2,54
89,2025-07-16,1961.39,52
78,2025-07-16,229.88,43
33,2025-07-16,321.31,55
28,2025-07-16,1043.81,48
81,2025-07-16,47.75,43
70,2025-07-16,143.28,46
38,2025-07-16,173.76,45
25,2025-07-16,161.96,49
44,2025-07-16,22.39,55
8,2025-07-16,122.31,58
1,2025-07-16,151.08,52
90,2025-07-16,41.32,47
77,2025-07-16,326.42,51
73,2025-07-16,50.95,55
16,2025-07-16,473.62,55
83,2025-07-16,341.89,50
76,2025-07-16,328.24,46
85,2025-07-16,438.49,43
66,2025-07-16,24.8,50
75,2025-07-16,7.02,43
7,2025-07-16,24.86,43
59,2025-07-16,373.36,35
69,2025-07-16,311.44,45
21,2025-07-16,594.23,54
31,2025-07-16,146.28,51
82,2025-07-16,41.25,45
3,2025-07-16,546.1,54
58,2025-07-16,161.36,50
9,2025-07-16,187.53,62
46,2025-07-16,824.56,51
91,2025-07-16,11.46,40
43,2025-07-16,214.0,54
49,2025-07-16,55.68,49
61,2025-07-16,369.71,55
39,2025-07-16,704.73,52
37,2025-07-16,603.53,55
48,2025-07-16,354.88,53
20,2025-07-16,371.62,38
22,2025-07-16,400.8,54
