customer_id,date,data_used_MB,voice_minutes
74,2025-07-26,133.88,40
5,2025-07-26,143.83,51
41,2025-07-26,185.09,64
14,2025-07-26,411.73,63
63,2025-07-26,400.5,60
4,2025-07-26,200.65,66
38,2025-07-26,292.16,48
67,2025-07-26,485.1,63
43,2025-07-26,41.12,53
76,2025-07-26,543.17,60
22,2025-07-26,460.7,52
53,2025-07-26,54.13,54
82,2025-07-26,121.04,48
6,2025-07-26,6.2,55
65,2025-07-26,697.65,37
37,2025-07-26,438.74,49
86,2025-07-26,168.31,43
33,2025-07-26,494.79,56
60,2025-07-26,143.65,47
64,2025-07-26,265.14,42
81,2025-07-26,57.04,53
44,2025-07-26,932.86,38
16,2025-07-26,439.96,55
57,2025-07-26,111.52,50
94,2025-07-26,87.85,43
68,2025-07-26,202.55,40
90,2025-07-26,13.5,51
31,2025-07-26,19.42,48
26,2025-07-26,70.94,58
61,2025-07-26,878.31,50
80,2025-07-26,44.2,47
19,2025-07-26,301.16,45
27,2025-07-26,537.66,47
98,2025-07-26,995.07,52
48,2025-07-26,45.55,33
49,2025-07-26,57.1,49
52,2025-07-26,577.9,50
42,2025-07-26,38.13,57
12,2025-07-26,813.05,65
100,2025-07-26,0.54,47
51,2025-07-26,70.67,36
29,2025-07-26,672.8,52
71,2025-07-26,289.38,50
28,2025-07-26,143.0,50
55,2025-07-26,539.27,57
18,2025-07-26,72.92,48
78,2025-07-26,698.78,50
13,2025-07-26,677.29,50
34,2025-07-26,86.87,55
15,2025-07-26,74.19,55
10,2025-07-26,187.97,58
87,2025-07-26,77.58,45
23,2025-07-26,478.67,46
88,2025-07-26,89.33,42
3,2025-07-26,176.55,52
95,2025-07-26,448.96,44
79,2025-07-26,5.61,55
69,2025-07-26,364.73,54
62,2025-07-26,66.16,50
21,2025-07-26,31.35,42
2,2025-07-26,427.22,49
50,2025-07-26,90.56,48
58,2025-07-26,67.07,59
45,2025-07-26,15.54,48
40,2025-07-26,485.07,40
91,2025-07-26,7.02,73
72,2025-07-26,328.77,42
89,2025-07-26,672.9,55
66,2025-07-26,545.04,50
17,2025-07-26,389.82,46
47,2025-07-26,284.73,51
11,2025-07-26,537.02,40
39,2025-07-26,13.87,49
75,2025-07-26,97.56,51
36,2025-07-26,170.23,50
70,2025-07-26,158.81,48
30,2025-07-26,525.19,50
85,2025-07-26,523.33,49
8,2025-07-26,161.26,47
92,2025-07-26,592.33,55
