bill_id,customer_id,date,amount_billed,amount_paid
1,58,2025-07-03,50.52,61.08
2,90,2025-07-03,61.33,97.62
3,71,2025-07-03,37.46,86.15
4,18,2025-07-03,34.35,53.08
5,28,2025-07-03,99.51,51.78
6,29,2025-07-03,83.07,21.07
7,22,2025-07-03,72.39,60.44
8,11,2025-07-03,98.36,33.21
9,66,2025-07-03,58.52,29.77
10,84,2025-07-03,46.59,22.17
11,15,2025-07-03,65.78,34.13
12,39,2025-07-03,45.13,29.46
13,56,2025-07-03,15.71,65.74
14,61,2025-07-03,22.36,75.82
15,80,2025-07-03,91.87,17.56
16,33,2025-07-03,81.99,93.43
17,94,2025-07-03,45.17,73.71
18,100,2025-07-03,31.89,46.18
19,16,2025-07-03,50.93,78.39
20,53,2025-07-03,75.72,4.46
21,24,2025-07-03,39.91,30.75
22,30,2025-07-03,25.2,31.1
23,54,2025-07-03,89.57,15.51
24,38,2025-07-03,79.74,61.11
25,3,2025-07-03,58.03,55.31
26,79,2025-07-03,38.44,92.57
27,13,2025-07-03,78.22,9.3
28,70,2025-07-03,43.98,40.09
29,17,2025-07-03,84.0,44.79
30,1,2025-07-03,49.65,84.13
31,99,2025-07-03,27.65,91.15
32,35,2025-07-03,74.08,55.88
33,32,2025-07-03,94.28,42.84
34,72,2025-07-03,77.23,36.17
35,51,2025-07-03,19.97,37.36
36,91,2025-07-03,65.44,79.51
37,10,2025-07-03,10.94,85.05
38,63,2025-07-03,30.61,28.73
39,6,2025-07-03,95.63,39.7
40,27,2025-07-03,14.88,54.31
41,74,2025-07-03,39.07,65.17
42,57,2025-07-03,77.47,30.08
43,8,2025-07-03,75.38,51.03
44,37,2025-07-03,61.86,71.44
45,59,2025-07-03,38.49,23.28
46,50,2025-07-03,53.19,62.77
47,62,2025-07-03,80.74,19.05
48,73,2025-07-03,53.78,81.83
49,77,2025-07-03,18.58,24.99
50,45,2025-07-03,86.46,1.67
51,78,2025-07-03,59.96,31.95
52,68,2025-07-03,36.34,61.77
53,4,2025-07-03,68.93,47.3
54,76,2025-07-03,49.17,17.72
55,64,2025-07-03,72.56,0.27
56,49,2025-07-03,97.21,68.39
57,21,2025-07-03,19.92,1.34
58,26,2025-07-03,37.56,70.88
59,41,2025-07-03,29.31,58.06
60,19,2025-07-03,46.35,69.58
61,87,2025-07-03,41.22,98.3
62,48,2025-07-03,10.66,44.94
63,34,2025-07-03,67.34,83.14
64,98,2025-07-03,98.94,53.73
65,55,2025-07-03,81.38,83.35
66,43,2025-07-03,17.29,15.98
67,88,2025-07-03,16.31,46.25
68,60,2025-07-03,95.62,37.62
69,31,2025-07-03,11.77,92.56
70,75,2025-07-03,72.93,22.76
71,9,2025-07-03,72.9,73.71
72,92,2025-07-03,74.83,19.99
73,20,2025-07-03,66.09,74.84
74,65,2025-07-03,15.95,91.85
75,97,2025-07-03,53.21,78.84
76,83,2025-07-03,28.25,71.86
77,2,2025-07-03,73.17,24.71
78,82,2025-07-03,84.24,75.52
79,14,2025-07-03,42.59,84.64
80,96,2025-07-03,55.47,96.41
