customer_id,date,amount_billed,amount_paid
62,2025-07-17,79.13,95.63
38,2025-07-17,88.68,66.14
66,2025-07-17,76.52,62.47
74,2025-07-17,18.01,82.95
31,2025-07-17,24.14,28.6
91,2025-07-17,57.63,24.17
30,2025-07-17,44.2,37.09
21,2025-07-17,42.49,72.16
67,2025-07-17,10.67,14.8
90,2025-07-17,34.09,89.4
84,2025-07-17,32.96,5.33
39,2025-07-17,66.84,90.76
86,2025-07-17,85.4,52.49
65,2025-07-17,37.42,8.99
29,2025-07-17,34.72,84.74
50,2025-07-17,29.19,60.68
43,2025-07-17,13.18,34.92
37,2025-07-17,69.55,8.19
79,2025-07-17,51.06,65.22
42,2025-07-17,96.18,14.98
36,2025-07-17,91.75,12.39
82,2025-07-17,26.44,95.99
88,2025-07-17,16.33,1.18
15,2025-07-17,49.18,89.04
25,2025-07-17,65.9,55.0
99,2025-07-17,24.37,77.68
75,2025-07-17,98.49,38.22
81,2025-07-17,85.65,30.56
54,2025-07-17,51.18,76.58
35,2025-07-17,63.66,56.14
93,2025-07-17,15.74,40.58
20,2025-07-17,32.41,41.05
98,2025-07-17,69.97,63.66
22,2025-07-17,22.29,78.0
28,2025-07-17,24.36,78.34
63,2025-07-17,84.16,63.71
17,2025-07-17,50.11,14.0
51,2025-07-17,10.48,82.79
73,2025-07-17,19.02,96.88
80,2025-07-17,59.65,81.66
7,2025-07-17,67.44,15.47
6,2025-07-17,53.36,47.28
2,2025-07-17,31.45,67.58
61,2025-07-17,52.91,6.49
96,2025-07-17,61.73,24.26
94,2025-07-17,77.29,52.99
49,2025-07-17,65.15,43.83
44,2025-07-17,82.82,50.34
64,2025-07-17,45.85,53.47
45,2025-07-17,45.26,4.56
27,2025-07-17,58.18,65.5
13,2025-07-17,14.26,47.67
100,2025-07-17,59.08,38.48
60,2025-07-17,40.79,21.01
12,2025-07-17,83.77,65.39
1,2025-07-17,42.36,71.59
70,2025-07-17,17.37,98.55
58,2025-07-17,71.34,56.19
46,2025-07-17,20.37,80.87
5,2025-07-17,48.51,70.36
23,2025-07-17,55.09,83.21
53,2025-07-17,17.91,98.95
10,2025-07-17,71.57,72.52
71,2025-07-17,99.06,57.33
11,2025-07-17,42.95,87.28
48,2025-07-17,22.45,25.97
40,2025-07-17,90.14,13.85
8,2025-07-17,10.77,16.68
97,2025-07-17,73.16,81.43
14,2025-07-17,14.96,76.54
4,2025-07-17,80.32,59.37
52,2025-07-17,64.76,17.94
77,2025-07-17,20.49,92.21
87,2025-07-17,54.25,46.74
72,2025-07-17,77.73,96.51
3,2025-07-17,22.37,58.0
95,2025-07-17,19.24,49.83
47,2025-07-17,19.22,91.02
9,2025-07-17,94.66,42.56
24,2025-07-17,21.89,83.02
