customer_id,date,data_used_MB,voice_minutes
87,2025-07-29,599.0,50
64,2025-07-29,8.27,44
28,2025-07-29,146.68,46
43,2025-07-29,188.57,52
25,2025-07-29,164.15,59
10,2025-07-29,353.64,47
41,2025-07-29,622.2,53
54,2025-07-29,840.09,46
71,2025-07-29,95.61,44
99,2025-07-29,2098.47,50
60,2025-07-29,29.56,62
90,2025-07-29,106.75,46
11,2025-07-29,17.42,54
38,2025-07-29,299.45,45
69,2025-07-29,402.18,49
34,2025-07-29,462.82,49
27,2025-07-29,310.98,46
36,2025-07-29,165.17,56
5,2025-07-29,9.65,62
100,2025-07-29,400.26,56
72,2025-07-29,750.64,59
79,2025-07-29,55.78,55
74,2025-07-29,55.98,44
35,2025-07-29,14.81,48
23,2025-07-29,183.6,69
30,2025-07-29,534.49,49
13,2025-07-29,558.93,55
80,2025-07-29,4.53,52
1,2025-07-29,857.91,39
33,2025-07-29,309.14,65
84,2025-07-29,122.43,43
76,2025-07-29,310.04,45
16,2025-07-29,131.12,44
78,2025-07-29,81.34,50
20,2025-07-29,211.98,48
67,2025-07-29,152.93,59
14,2025-07-29,491.88,48
61,2025-07-29,1165.67,59
81,2025-07-29,42.66,51
91,2025-07-29,15.66,41
57,2025-07-29,0.96,42
32,2025-07-29,194.5,43
68,2025-07-29,333.89,42
82,2025-07-29,107.46,38
73,2025-07-29,216.49,46
26,2025-07-29,47.86,55
63,2025-07-29,233.62,45
4,2025-07-29,107.46,56
58,2025-07-29,281.26,40
59,2025-07-29,595.09,50
22,2025-07-29,21.92,47
55,2025-07-29,253.32,56
9,2025-07-29,25.29,58
31,2025-07-29,1.77,42
2,2025-07-29,492.73,67
52,2025-07-29,244.91,40
83,2025-07-29,736.93,54
53,2025-07-29,257.59,46
77,2025-07-29,524.24,40
37,2025-07-29,1555.43,42
29,2025-07-29,300.76,45
70,2025-07-29,3.97,59
42,2025-07-29,282.57,40
3,2025-07-29,130.66,58
7,2025-07-29,1143.75,45
65,2025-07-29,134.07,45
85,2025-07-29,263.42,53
96,2025-07-29,236.57,42
17,2025-07-29,734.92,52
39,2025-07-29,343.95,47
98,2025-07-29,88.84,37
93,2025-07-29,29.8,42
88,2025-07-29,87.34,56
94,2025-07-29,172.72,49
66,2025-07-29,121.69,51
95,2025-07-29,294.11,40
8,2025-07-29,994.95,48
50,2025-07-29,363.9,34
46,2025-07-29,146.12,49
56,2025-07-29,24.07,43
