customer_id,date,amount_billed,amount_paid
26,2025-07-28,30.13,35.08
9,2025-07-28,64.94,21.34
62,2025-07-28,70.55,51.73
51,2025-07-28,97.38,77.59
39,2025-07-28,82.88,85.08
31,2025-07-28,99.11,46.82
17,2025-07-28,82.21,80.6
52,2025-07-28,97.69,68.61
41,2025-07-28,57.33,8.38
79,2025-07-28,44.47,1.19
50,2025-07-28,46.55,68.45
47,2025-07-28,24.5,30.31
61,2025-07-28,57.78,73.11
2,2025-07-28,73.52,66.94
66,2025-07-28,63.8,68.98
70,2025-07-28,52.17,44.28
96,2025-07-28,61.72,38.4
77,2025-07-28,80.02,57.86
14,2025-07-28,13.47,88.88
82,2025-07-28,10.42,68.32
28,2025-07-28,95.75,88.74
13,2025-07-28,31.08,45.45
53,2025-07-28,69.57,23.39
6,2025-07-28,44.91,53.01
80,2025-07-28,28.74,84.49
37,2025-07-28,44.81,14.43
93,2025-07-28,23.77,29.2
54,2025-07-28,66.73,47.3
94,2025-07-28,53.07,67.73
86,2025-07-28,57.53,31.63
10,2025-07-28,44.88,58.39
33,2025-07-28,16.8,6.06
25,2025-07-28,83.8,98.29
24,2025-07-28,23.68,95.13
38,2025-07-28,91.95,91.27
68,2025-07-28,36.16,37.24
27,2025-07-28,44.49,25.86
43,2025-07-28,66.86,52.63
84,2025-07-28,67.26,59.3
8,2025-07-28,41.96,26.52
46,2025-07-28,52.96,27.37
4,2025-07-28,17.77,27.01
3,2025-07-28,40.23,35.51
60,2025-07-28,76.92,9.54
36,2025-07-28,16.82,85.83
87,2025-07-28,61.79,75.07
71,2025-07-28,84.25,81.61
15,2025-07-28,42.66,95.51
74,2025-07-28,18.18,63.12
20,2025-07-28,49.94,10.87
92,2025-07-28,48.06,17.42
69,2025-07-28,73.01,65.16
75,2025-07-28,76.31,59.78
59,2025-07-28,94.56,23.99
40,2025-07-28,39.47,68.34
76,2025-07-28,69.6,16.58
97,2025-07-28,60.54,28.94
81,2025-07-28,57.41,86.83
18,2025-07-28,38.46,21.83
58,2025-07-28,13.41,70.15
5,2025-07-28,64.13,29.42
44,2025-07-28,92.52,28.93
72,2025-07-28,39.38,89.77
83,2025-07-28,90.69,63.17
30,2025-07-28,15.69,27.19
42,2025-07-28,56.65,73.75
11,2025-07-28,51.09,88.06
98,2025-07-28,26.62,77.74
85,2025-07-28,43.83,54.51
100,2025-07-28,36.3,82.23
64,2025-07-28,85.31,12.01
56,2025-07-28,69.76,96.33
99,2025-07-28,66.55,64.16
29,2025-07-28,10.01,39.34
67,2025-07-28,89.63,60.59
78,2025-07-28,35.55,14.06
7,2025-07-28,38.56,49.46
12,2025-07-28,19.91,3.18
35,2025-07-28,18.52,82.21
89,2025-07-28,46.87,98.9
