customer_id,date,amount_billed,amount_paid
26,2025-07-25,73.59,88.31
75,2025-07-25,72.32,44.2
17,2025-07-25,61.48,50.01
34,2025-07-25,27.84,66.64
29,2025-07-25,11.66,4.99
72,2025-07-25,17.33,2.17
49,2025-07-25,69.21,93.85
16,2025-07-25,29.2,52.23
57,2025-07-25,26.44,88.37
99,2025-07-25,37.45,61.04
61,2025-07-25,67.72,57.92
78,2025-07-25,76.04,41.51
46,2025-07-25,59.4,67.93
90,2025-07-25,85.12,13.55
5,2025-07-25,22.18,39.33
50,2025-07-25,80.48,81.87
55,2025-07-25,34.22,37.02
40,2025-07-25,71.97,28.47
96,2025-07-25,15.89,39.64
68,2025-07-25,19.25,6.16
21,2025-07-25,60.02,6.07
24,2025-07-25,72.44,38.48
76,2025-07-25,26.54,96.55
82,2025-07-25,44.49,7.57
7,2025-07-25,42.58,39.82
58,2025-07-25,64.69,69.96
89,2025-07-25,31.58,33.98
13,2025-07-25,88.26,20.55
42,2025-07-25,66.24,59.33
60,2025-07-25,73.7,84.58
52,2025-07-25,87.39,87.97
64,2025-07-25,25.96,37.28
22,2025-07-25,36.3,47.86
70,2025-07-25,96.98,57.5
25,2025-07-25,74.86,63.47
87,2025-07-25,46.72,64.87
93,2025-07-25,69.73,8.91
32,2025-07-25,54.41,80.78
91,2025-07-25,81.69,37.07
79,2025-07-25,42.28,71.74
94,2025-07-25,30.08,62.42
63,2025-07-25,15.94,54.73
67,2025-07-25,44.84,83.38
85,2025-07-25,30.49,86.97
59,2025-07-25,99.53,93.39
88,2025-07-25,61.14,73.59
36,2025-07-25,22.42,98.42
51,2025-07-25,83.3,89.81
98,2025-07-25,58.0,85.2
15,2025-07-25,76.81,6.35
28,2025-07-25,44.81,44.54
80,2025-07-25,65.18,79.55
45,2025-07-25,80.04,97.41
53,2025-07-25,18.79,9.11
69,2025-07-25,74.12,21.54
81,2025-07-25,35.62,80.1
84,2025-07-25,73.8,2.4
65,2025-07-25,34.54,54.21
27,2025-07-25,36.49,46.85
71,2025-07-25,48.07,25.63
20,2025-07-25,79.95,52.13
97,2025-07-25,52.04,0.24
83,2025-07-25,28.86,37.45
37,2025-07-25,12.11,95.91
39,2025-07-25,28.35,96.19
66,2025-07-25,30.03,66.58
38,2025-07-25,23.1,72.11
100,2025-07-25,50.19,31.13
62,2025-07-25,46.92,36.24
31,2025-07-25,31.86,67.44
54,2025-07-25,82.92,18.49
19,2025-07-25,46.83,41.32
35,2025-07-25,63.49,29.88
18,2025-07-25,67.27,14.27
12,2025-07-25,28.9,35.27
44,2025-07-25,43.65,0.94
92,2025-07-25,39.84,41.1
23,2025-07-25,38.97,57.71
56,2025-07-25,60.15,35.74
2,2025-07-25,35.09,99.2
