usage_id,customer_id,date,data_used_MB,voice_minutes
1,58,2025-07-03,488.22,54
2,90,2025-07-03,15.32,44
3,71,2025-07-03,941.37,35
4,18,2025-07-03,712.27,48
5,28,2025-07-03,135.56,53
6,29,2025-07-03,75.09,56
7,22,2025-07-03,19.47,49
8,11,2025-07-03,135.89,61
9,66,2025-07-03,1218.05,51
10,84,2025-07-03,571.29,63
11,15,2025-07-03,241.71,51
12,39,2025-07-03,498.77,41
13,56,2025-07-03,256.55,56
14,61,2025-07-03,281.37,43
15,80,2025-07-03,145.19,62
16,33,2025-07-03,295.22,47
17,94,2025-07-03,308.17,42
18,100,2025-07-03,6.54,48
19,16,2025-07-03,279.83,56
20,53,2025-07-03,79.08,56
21,24,2025-07-03,753.46,49
22,30,2025-07-03,126.45,57
23,54,2025-07-03,124.36,53
24,38,2025-07-03,416.12,42
25,3,2025-07-03,162.4,42
26,79,2025-07-03,3.57,39
27,13,2025-07-03,5.91,48
28,70,2025-07-03,46.36,54
29,17,2025-07-03,99.29,57
30,1,2025-07-03,47.96,53
31,99,2025-07-03,507.52,41
32,35,2025-07-03,152.02,45
33,32,2025-07-03,130.19,40
34,72,2025-07-03,752.07,52
35,51,2025-07-03,243.61,54
36,91,2025-07-03,433.53,40
37,10,2025-07-03,90.08,43
38,63,2025-07-03,45.15,44
39,6,2025-07-03,278.85,54
40,27,2025-07-03,308.04,47
41,74,2025-07-03,19.08,48
42,57,2025-07-03,683.5,47
43,8,2025-07-03,39.89,56
44,37,2025-07-03,102.55,51
45,59,2025-07-03,748.83,47
46,50,2025-07-03,775.59,54
47,62,2025-07-03,202.97,47
48,73,2025-07-03,1063.66,45
49,77,2025-07-03,67.99,46
50,45,2025-07-03,105.18,42
51,78,2025-07-03,446.83,51
52,68,2025-07-03,245.41,54
53,4,2025-07-03,962.6,42
54,76,2025-07-03,94.58,45
55,64,2025-07-03,134.7,49
56,49,2025-07-03,19.27,52
57,21,2025-07-03,92.68,50
58,26,2025-07-03,168.41,45
59,41,2025-07-03,769.89,43
60,19,2025-07-03,409.08,46
61,87,2025-07-03,298.25,61
62,48,2025-07-03,137.85,52
63,34,2025-07-03,785.22,57
64,98,2025-07-03,106.82,56
65,55,2025-07-03,1268.7,47
66,43,2025-07-03,395.67,65
67,88,2025-07-03,141.18,58
68,60,2025-07-03,64.83,49
69,31,2025-07-03,1372.59,39
70,75,2025-07-03,40.98,60
71,9,2025-07-03,855.71,57
72,92,2025-07-03,241.24,56
73,20,2025-07-03,35.59,54
74,65,2025-07-03,538.22,53
75,97,2025-07-03,459.01,43
76,83,2025-07-03,65.48,50
77,2,2025-07-03,142.63,52
78,82,2025-07-03,378.04,57
79,14,2025-07-03,105.91,46
80,96,2025-07-03,204.23,44
