customer_id,date,amount_billed,amount_paid
85,2025-07-27,68.73,90.38
91,2025-07-27,20.89,64.93
99,2025-07-27,53.29,37.99
83,2025-07-27,88.02,5.31
6,2025-07-27,23.22,58.77
20,2025-07-27,57.06,88.48
14,2025-07-27,47.01,63.0
44,2025-07-27,34.39,20.6
47,2025-07-27,28.11,51.67
26,2025-07-27,43.13,90.9
53,2025-07-27,57.41,14.75
23,2025-07-27,47.75,67.52
74,2025-07-27,13.49,84.16
3,2025-07-27,10.31,55.91
24,2025-07-27,72.54,8.69
25,2025-07-27,17.05,78.39
22,2025-07-27,90.74,41.74
40,2025-07-27,41.68,40.77
9,2025-07-27,53.74,49.03
70,2025-07-27,84.55,84.42
31,2025-07-27,82.0,96.88
50,2025-07-27,14.98,82.48
4,2025-07-27,21.64,49.89
89,2025-07-27,67.88,55.0
73,2025-07-27,96.09,64.56
61,2025-07-27,65.97,11.4
100,2025-07-27,43.7,72.74
88,2025-07-27,38.13,55.09
93,2025-07-27,42.42,51.87
67,2025-07-27,43.26,24.87
37,2025-07-27,80.79,83.52
68,2025-07-27,54.28,4.17
87,2025-07-27,69.86,43.85
94,2025-07-27,61.76,1.21
71,2025-07-27,76.07,68.62
82,2025-07-27,93.6,34.01
57,2025-07-27,56.58,93.09
97,2025-07-27,82.55,23.21
11,2025-07-27,65.25,36.54
2,2025-07-27,40.99,12.44
90,2025-07-27,98.91,35.1
77,2025-07-27,40.31,17.71
28,2025-07-27,34.89,58.98
38,2025-07-27,16.5,14.98
45,2025-07-27,78.55,11.36
34,2025-07-27,54.24,29.27
21,2025-07-27,26.57,34.91
36,2025-07-27,63.04,24.37
42,2025-07-27,25.0,81.85
49,2025-07-27,26.23,26.29
86,2025-07-27,17.05,25.54
72,2025-07-27,57.34,37.21
80,2025-07-27,91.49,65.49
16,2025-07-27,88.92,49.69
1,2025-07-27,26.19,18.45
65,2025-07-27,84.4,63.83
12,2025-07-27,85.71,80.5
7,2025-07-27,55.87,59.18
79,2025-07-27,62.81,30.19
5,2025-07-27,67.96,44.16
95,2025-07-27,30.71,2.93
19,2025-07-27,20.88,87.27
43,2025-07-27,26.09,73.82
64,2025-07-27,40.34,48.94
46,2025-07-27,15.65,68.02
84,2025-07-27,20.43,95.76
76,2025-07-27,82.96,32.04
98,2025-07-27,47.12,75.76
29,2025-07-27,55.5,43.25
41,2025-07-27,54.74,50.69
58,2025-07-27,87.76,94.83
55,2025-07-27,61.4,1.64
27,2025-07-27,89.24,34.01
78,2025-07-27,95.55,91.69
30,2025-07-27,36.66,65.52
75,2025-07-27,10.09,14.01
51,2025-07-27,75.06,23.48
32,2025-07-27,89.08,60.04
81,2025-07-27,90.52,56.74
33,2025-07-27,47.77,18.95
