customer_id,date,data_used_MB,voice_minutes
80,2025-07-23,639.81,39
77,2025-07-23,12.44,57
88,2025-07-23,472.24,49
1,2025-07-23,168.99,37
65,2025-07-23,440.66,38
62,2025-07-23,622.37,40
89,2025-07-23,419.77,49
42,2025-07-23,861.41,60
59,2025-07-23,72.89,51
52,2025-07-23,271.49,36
83,2025-07-23,326.97,52
24,2025-07-23,325.7,59
84,2025-07-23,72.81,62
4,2025-07-23,4.56,47
23,2025-07-23,84.84,50
28,2025-07-23,45.97,68
36,2025-07-23,421.21,46
22,2025-07-23,277.05,49
68,2025-07-23,824.19,32
30,2025-07-23,674.08,30
29,2025-07-23,66.88,52
53,2025-07-23,0.92,49
58,2025-07-23,171.26,44
18,2025-07-23,65.32,44
85,2025-07-23,120.19,58
92,2025-07-23,243.45,63
67,2025-07-23,211.73,45
73,2025-07-23,988.73,47
81,2025-07-23,497.82,52
6,2025-07-23,514.1,48
41,2025-07-23,26.67,53
96,2025-07-23,195.7,62
12,2025-07-23,314.51,50
5,2025-07-23,496.55,51
16,2025-07-23,312.43,55
54,2025-07-23,629.94,46
100,2025-07-23,640.97,49
9,2025-07-23,29.96,53
66,2025-07-23,424.45,47
97,2025-07-23,88.19,57
19,2025-07-23,725.77,34
13,2025-07-23,140.62,41
64,2025-07-23,51.28,49
93,2025-07-23,245.2,55
55,2025-07-23,499.93,57
35,2025-07-23,1084.02,49
37,2025-07-23,123.5,50
86,2025-07-23,1075.02,58
99,2025-07-23,15.5,65
75,2025-07-23,210.42,62
20,2025-07-23,435.58,49
82,2025-07-23,446.11,39
74,2025-07-23,197.46,46
38,2025-07-23,500.24,53
3,2025-07-23,306.58,47
43,2025-07-23,960.4,44
11,2025-07-23,14.58,50
34,2025-07-23,665.42,47
91,2025-07-23,168.63,46
17,2025-07-23,12.44,42
21,2025-07-23,213.89,61
79,2025-07-23,392.41,48
47,2025-07-23,112.78,46
90,2025-07-23,8.98,60
50,2025-07-23,364.34,50
57,2025-07-23,455.76,51
39,2025-07-23,527.44,39
40,2025-07-23,497.91,47
56,2025-07-23,651.5,57
45,2025-07-23,26.57,56
95,2025-07-23,328.42,53
63,2025-07-23,92.38,40
25,2025-07-23,81.16,41
72,2025-07-23,101.92,46
48,2025-07-23,80.97,48
2,2025-07-23,212.15,40
87,2025-07-23,309.73,69
94,2025-07-23,399.95,47
8,2025-07-23,2498.27,50
61,2025-07-23,103.89,44
