customer_id,date,data_used_MB,voice_minutes
94,2025-07-19,351.24,50
93,2025-07-19,182.52,68
35,2025-07-19,461.49,51
40,2025-07-19,11.12,27
80,2025-07-19,776.57,48
61,2025-07-19,547.35,65
90,2025-07-19,98.09,44
22,2025-07-19,170.84,40
56,2025-07-19,181.7,35
47,2025-07-19,74.89,42
24,2025-07-19,299.59,46
30,2025-07-19,120.47,36
29,2025-07-19,206.07,57
13,2025-07-19,25.76,55
12,2025-07-19,787.93,29
60,2025-07-19,479.03,61
46,2025-07-19,239.13,51
95,2025-07-19,29.16,60
54,2025-07-19,70.92,51
21,2025-07-19,349.0,46
20,2025-07-19,612.26,56
9,2025-07-19,96.36,52
45,2025-07-19,106.26,39
6,2025-07-19,403.85,45
14,2025-07-19,301.5,45
100,2025-07-19,653.41,41
49,2025-07-19,10.26,58
74,2025-07-19,298.25,55
92,2025-07-19,148.19,54
8,2025-07-19,370.51,56
70,2025-07-19,201.74,49
23,2025-07-19,188.36,49
69,2025-07-19,272.33,43
18,2025-07-19,436.88,56
75,2025-07-19,459.19,35
32,2025-07-19,425.78,44
67,2025-07-19,334.43,42
37,2025-07-19,4.44,51
64,2025-07-19,146.18,45
99,2025-07-19,322.34,46
17,2025-07-19,32.71,47
43,2025-07-19,90.7,41
28,2025-07-19,90.53,48
55,2025-07-19,919.2,42
50,2025-07-19,266.99,45
16,2025-07-19,69.65,50
59,2025-07-19,360.37,53
62,2025-07-19,12.48,35
63,2025-07-19,109.15,47
39,2025-07-19,44.65,49
33,2025-07-19,180.54,43
34,2025-07-19,531.3,35
73,2025-07-19,276.95,40
97,2025-07-19,14.74,51
27,2025-07-19,488.51,47
5,2025-07-19,357.8,48
82,2025-07-19,332.53,48
53,2025-07-19,65.2,59
96,2025-07-19,250.37,44
87,2025-07-19,213.38,55
68,2025-07-19,152.71,52
1,2025-07-19,103.2,64
86,2025-07-19,536.79,49
71,2025-07-19,372.35,46
48,2025-07-19,140.42,39
52,2025-07-19,544.41,44
38,2025-07-19,775.57,54
98,2025-07-19,29.61,45
3,2025-07-19,231.14,46
10,2025-07-19,143.34,60
44,2025-07-19,258.3,48
7,2025-07-19,33.8,58
42,2025-07-19,804.91,50
81,2025-07-19,280.85,43
88,2025-07-19,296.25,47
84,2025-07-19,765.45,50
11,2025-07-19,136.91,36
65,2025-07-19,332.78,49
83,2025-07-19,823.83,40
41,2025-07-19,193.43,54
