customer_id,date,amount_billed,amount_paid
53,2025-07-12,48.54,74.91
48,2025-07-12,40.78,29.66
21,2025-07-12,73.64,1.33
20,2025-07-12,76.8,42.36
68,2025-07-12,59.71,43.66
49,2025-07-12,36.97,40.7
70,2025-07-12,14.5,30.61
96,2025-07-12,61.75,45.94
75,2025-07-12,23.06,61.84
12,2025-07-12,79.11,35.79
88,2025-07-12,22.24,32.02
79,2025-07-12,60.01,23.36
3,2025-07-12,59.17,45.19
97,2025-07-12,24.79,15.43
73,2025-07-12,22.16,1.35
55,2025-07-12,11.13,89.03
26,2025-07-12,21.29,3.43
86,2025-07-12,24.73,54.53
15,2025-07-12,83.11,2.4
34,2025-07-12,89.27,83.42
71,2025-07-12,82.77,3.3
17,2025-07-12,15.87,4.51
45,2025-07-12,32.35,77.17
78,2025-07-12,62.07,95.32
80,2025-07-12,63.72,36.16
52,2025-07-12,14.24,1.23
5,2025-07-12,65.75,8.64
35,2025-07-12,48.71,62.61
23,2025-07-12,30.89,90.32
72,2025-07-12,87.11,29.29
77,2025-07-12,25.58,37.98
39,2025-07-12,13.93,1.13
36,2025-07-12,84.81,62.54
98,2025-07-12,82.15,29.89
29,2025-07-12,97.1,0.19
95,2025-07-12,47.28,68.08
10,2025-07-12,15.2,5.53
54,2025-07-12,85.62,92.01
67,2025-07-12,82.88,13.07
50,2025-07-12,56.54,75.75
81,2025-07-12,11.41,49.65
8,2025-07-12,21.69,65.57
6,2025-07-12,98.59,65.66
18,2025-07-12,54.91,57.86
42,2025-07-12,18.18,74.89
24,2025-07-12,40.41,34.4
30,2025-07-12,73.53,50.2
38,2025-07-12,66.53,49.48
27,2025-07-12,39.54,78.09
41,2025-07-12,33.53,58.46
84,2025-07-12,78.23,92.15
93,2025-07-12,33.66,0.73
91,2025-07-12,75.4,80.66
14,2025-07-12,48.95,97.47
16,2025-07-12,28.68,29.33
99,2025-07-12,17.63,99.17
31,2025-07-12,99.74,74.89
61,2025-07-12,21.76,10.42
69,2025-07-12,17.17,33.62
85,2025-07-12,87.91,53.3
28,2025-07-12,94.34,92.72
13,2025-07-12,24.39,19.87
33,2025-07-12,42.92,24.96
58,2025-07-12,70.67,75.9
59,2025-07-12,60.01,51.05
11,2025-07-12,90.85,35.33
25,2025-07-12,16.61,37.83
87,2025-07-12,33.91,12.56
37,2025-07-12,50.52,54.98
2,2025-07-12,99.44,91.55
44,2025-07-12,56.42,34.96
22,2025-07-12,33.22,39.58
57,2025-07-12,80.98,76.79
76,2025-07-12,46.42,11.96
51,2025-07-12,74.12,72.14
92,2025-07-12,98.14,30.58
90,2025-07-12,88.02,43.0
62,2025-07-12,61.75,48.7
40,2025-07-12,98.78,11.34
1,2025-07-12,51.88,82.93
