customer_id,date,amount_billed,amount_paid
94,2025-07-19,74.8,42.29
93,2025-07-19,57.56,34.56
35,2025-07-19,30.95,49.65
40,2025-07-19,41.16,15.05
80,2025-07-19,48.24,9.89
61,2025-07-19,19.51,98.73
90,2025-07-19,22.54,72.83
22,2025-07-19,84.08,58.12
56,2025-07-19,11.43,56.53
47,2025-07-19,96.9,22.4
24,2025-07-19,88.5,70.61
30,2025-07-19,82.01,87.55
29,2025-07-19,92.55,41.71
13,2025-07-19,22.17,71.23
12,2025-07-19,11.58,8.87
60,2025-07-19,51.96,15.83
46,2025-07-19,52.31,78.53
95,2025-07-19,76.13,44.22
54,2025-07-19,43.23,37.7
21,2025-07-19,37.26,35.23
20,2025-07-19,56.47,56.42
9,2025-07-19,77.25,34.55
45,2025-07-19,72.5,94.66
6,2025-07-19,53.85,0.69
14,2025-07-19,82.84,68.8
100,2025-07-19,26.29,55.13
49,2025-07-19,37.23,49.97
74,2025-07-19,86.83,21.13
92,2025-07-19,29.56,73.94
8,2025-07-19,46.4,92.56
70,2025-07-19,32.46,43.49
23,2025-07-19,39.85,34.73
69,2025-07-19,74.95,92.16
18,2025-07-19,47.25,17.47
75,2025-07-19,64.84,59.09
32,2025-07-19,28.37,64.85
67,2025-07-19,48.74,17.8
37,2025-07-19,53.68,98.12
64,2025-07-19,97.02,80.67
99,2025-07-19,10.17,86.85
17,2025-07-19,99.98,18.39
43,2025-07-19,32.99,28.34
28,2025-07-19,46.96,68.75
55,2025-07-19,38.64,80.99
50,2025-07-19,27.7,5.03
16,2025-07-19,91.25,20.71
59,2025-07-19,68.46,73.65
62,2025-07-19,56.29,32.2
63,2025-07-19,38.68,47.43
39,2025-07-19,46.48,1.83
33,2025-07-19,77.05,98.61
34,2025-07-19,43.68,20.14
73,2025-07-19,48.49,87.57
97,2025-07-19,59.18,88.01
27,2025-07-19,88.87,55.85
5,2025-07-19,68.15,84.2
82,2025-07-19,34.44,57.92
53,2025-07-19,60.82,36.93
96,2025-07-19,47.55,40.59
87,2025-07-19,91.79,8.53
68,2025-07-19,66.36,62.24
1,2025-07-19,21.25,79.83
86,2025-07-19,27.76,49.71
71,2025-07-19,29.38,22.42
48,2025-07-19,46.66,53.66
52,2025-07-19,65.22,22.14
38,2025-07-19,45.64,37.79
98,2025-07-19,47.82,0.97
3,2025-07-19,64.2,17.09
10,2025-07-19,58.32,73.3
44,2025-07-19,15.15,76.96
7,2025-07-19,19.2,34.67
42,2025-07-19,39.95,73.88
81,2025-07-19,27.16,65.53
88,2025-07-19,41.58,69.61
84,2025-07-19,90.89,42.49
11,2025-07-19,63.08,75.78
65,2025-07-19,19.25,34.62
83,2025-07-19,41.47,60.5
41,2025-07-19,93.52,48.37
