customer_id,date,data_used_MB,voice_minutes
79,2025-07-13,249.98,55
26,2025-07-13,77.33,50
47,2025-07-13,62.75,50
10,2025-07-13,461.3,46
40,2025-07-13,169.4,47
43,2025-07-13,196.32,58
67,2025-07-13,993.1,45
27,2025-07-13,152.28,60
95,2025-07-13,307.55,38
76,2025-07-13,183.88,53
30,2025-07-13,140.33,45
34,2025-07-13,517.83,54
15,2025-07-13,207.98,48
25,2025-07-13,230.56,52
59,2025-07-13,4.05,54
63,2025-07-13,8.9,59
31,2025-07-13,308.5,52
62,2025-07-13,97.71,49
1,2025-07-13,60.35,52
71,2025-07-13,17.08,43
45,2025-07-13,504.23,57
61,2025-07-13,34.36,50
46,2025-07-13,17.34,52
22,2025-07-13,61.98,38
68,2025-07-13,2210.76,45
48,2025-07-13,302.98,68
28,2025-07-13,11.28,59
38,2025-07-13,244.85,50
42,2025-07-13,279.3,41
7,2025-07-13,553.68,59
44,2025-07-13,1383.09,35
65,2025-07-13,92.88,59
20,2025-07-13,485.23,43
90,2025-07-13,42.46,57
17,2025-07-13,13.79,45
98,2025-07-13,49.37,45
73,2025-07-13,74.73,48
86,2025-07-13,341.21,61
2,2025-07-13,86.62,65
53,2025-07-13,486.96,50
33,2025-07-13,18.32,61
58,2025-07-13,590.83,51
74,2025-07-13,32.11,42
81,2025-07-13,461.07,50
23,2025-07-13,72.83,40
70,2025-07-13,532.35,51
97,2025-07-13,236.7,48
91,2025-07-13,411.07,52
51,2025-07-13,434.45,43
66,2025-07-13,1612.74,60
35,2025-07-13,11.3,58
21,2025-07-13,78.32,47
49,2025-07-13,351.57,54
69,2025-07-13,47.85,35
9,2025-07-13,909.68,55
78,2025-07-13,954.25,47
19,2025-07-13,254.39,51
56,2025-07-13,51.23,47
11,2025-07-13,408.49,47
82,2025-07-13,1012.57,55
12,2025-07-13,357.6,48
8,2025-07-13,48.62,49
93,2025-07-13,567.75,53
87,2025-07-13,169.92,37
13,2025-07-13,372.49,51
4,2025-07-13,289.26,47
100,2025-07-13,17.49,52
6,2025-07-13,453.62,41
14,2025-07-13,620.83,51
94,2025-07-13,311.8,50
37,2025-07-13,398.0,39
72,2025-07-13,524.17,61
84,2025-07-13,204.26,54
50,2025-07-13,1178.97,52
64,2025-07-13,833.01,69
18,2025-07-13,63.95,46
54,2025-07-13,157.42,45
57,2025-07-13,218.16,45
36,2025-07-13,992.0,40
92,2025-07-13,54.06,45
