customer_id,date,data_used_MB,voice_minutes
37,2025-07-09,99.26,65
56,2025-07-09,238.29,48
23,2025-07-09,1161.32,43
31,2025-07-09,849.69,52
57,2025-07-09,96.06,47
79,2025-07-09,214.46,43
17,2025-07-09,38.65,42
64,2025-07-09,151.53,52
76,2025-07-09,255.72,43
3,2025-07-09,215.87,50
34,2025-07-09,60.91,41
88,2025-07-09,4.08,43
58,2025-07-09,370.03,44
53,2025-07-09,384.98,58
75,2025-07-09,449.72,51
46,2025-07-09,124.6,55
18,2025-07-09,82.28,48
92,2025-07-09,108.32,58
4,2025-07-09,78.51,56
5,2025-07-09,518.14,42
72,2025-07-09,54.4,46
20,2025-07-09,230.56,50
30,2025-07-09,618.67,43
83,2025-07-09,430.05,45
10,2025-07-09,161.14,51
49,2025-07-09,258.73,39
68,2025-07-09,525.57,63
1,2025-07-09,1385.86,44
95,2025-07-09,227.52,54
78,2025-07-09,9.43,55
86,2025-07-09,265.39,53
38,2025-07-09,442.84,66
33,2025-07-09,217.54,48
69,2025-07-09,722.76,52
7,2025-07-09,8.92,48
25,2025-07-09,119.12,52
21,2025-07-09,402.72,50
28,2025-07-09,231.13,69
19,2025-07-09,248.34,44
6,2025-07-09,203.14,51
90,2025-07-09,24.99,53
97,2025-07-09,199.02,48
40,2025-07-09,61.84,37
32,2025-07-09,220.25,50
22,2025-07-09,20.59,50
66,2025-07-09,39.62,61
48,2025-07-09,480.29,59
71,2025-07-09,730.81,40
13,2025-07-09,94.86,51
80,2025-07-09,584.35,46
60,2025-07-09,51.5,51
41,2025-07-09,902.71,55
2,2025-07-09,232.72,55
12,2025-07-09,821.02,52
96,2025-07-09,76.27,53
45,2025-07-09,552.6,51
81,2025-07-09,113.42,54
15,2025-07-09,149.57,43
42,2025-07-09,166.21,58
62,2025-07-09,222.9,46
27,2025-07-09,218.16,48
65,2025-07-09,113.58,55
99,2025-07-09,183.21,61
82,2025-07-09,12.4,49
16,2025-07-09,50.95,42
98,2025-07-09,0.84,47
35,2025-07-09,57.99,42
59,2025-07-09,203.93,58
11,2025-07-09,98.32,48
51,2025-07-09,110.22,53
24,2025-07-09,379.31,60
9,2025-07-09,146.87,62
61,2025-07-09,268.95,59
87,2025-07-09,37.02,44
39,2025-07-09,0.69,53
8,2025-07-09,284.4,42
74,2025-07-09,387.1,42
14,2025-07-09,150.99,49
89,2025-07-09,414.35,52
93,2025-07-09,241.76,39
