customer_id,date,amount_billed,amount_paid
79,2025-07-13,40.55,99.72
26,2025-07-13,10.37,12.28
47,2025-07-13,36.78,96.63
10,2025-07-13,13.29,79.68
40,2025-07-13,75.7,62.33
43,2025-07-13,51.62,83.49
67,2025-07-13,65.09,6.88
27,2025-07-13,53.72,48.88
95,2025-07-13,46.75,32.54
76,2025-07-13,71.44,91.87
30,2025-07-13,49.89,74.17
34,2025-07-13,99.32,84.2
15,2025-07-13,88.43,34.56
25,2025-07-13,90.69,50.7
59,2025-07-13,24.89,27.56
63,2025-07-13,91.43,29.17
31,2025-07-13,86.42,8.77
62,2025-07-13,22.81,44.4
1,2025-07-13,65.3,99.13
71,2025-07-13,28.55,51.12
45,2025-07-13,64.32,40.12
61,2025-07-13,80.24,35.11
46,2025-07-13,28.1,88.86
22,2025-07-13,72.55,18.05
68,2025-07-13,52.34,71.73
48,2025-07-13,11.29,80.15
28,2025-07-13,52.76,67.43
38,2025-07-13,25.7,82.08
42,2025-07-13,25.31,44.97
7,2025-07-13,12.66,95.55
44,2025-07-13,56.53,37.69
65,2025-07-13,34.0,9.79
20,2025-07-13,84.12,5.15
90,2025-07-13,42.2,22.43
17,2025-07-13,48.4,2.58
98,2025-07-13,23.93,73.39
73,2025-07-13,67.77,51.98
86,2025-07-13,93.32,46.38
2,2025-07-13,90.5,66.65
53,2025-07-13,99.16,61.35
33,2025-07-13,60.42,9.14
58,2025-07-13,18.97,6.32
74,2025-07-13,34.05,6.17
81,2025-07-13,44.24,17.61
23,2025-07-13,28.38,39.94
70,2025-07-13,80.65,3.39
97,2025-07-13,46.33,76.87
91,2025-07-13,95.33,35.65
51,2025-07-13,95.99,99.34
66,2025-07-13,99.59,34.28
35,2025-07-13,63.8,42.55
21,2025-07-13,94.83,99.09
49,2025-07-13,72.2,14.33
69,2025-07-13,68.05,46.67
9,2025-07-13,72.95,74.29
78,2025-07-13,44.3,44.43
19,2025-07-13,11.43,23.88
56,2025-07-13,62.31,1.55
11,2025-07-13,22.51,11.53
82,2025-07-13,38.1,53.09
12,2025-07-13,81.13,62.09
8,2025-07-13,67.39,21.33
93,2025-07-13,42.11,99.85
87,2025-07-13,80.11,39.1
13,2025-07-13,83.81,13.01
4,2025-07-13,49.18,53.0
100,2025-07-13,82.95,43.12
6,2025-07-13,73.32,48.9
14,2025-07-13,98.75,93.49
94,2025-07-13,86.09,66.88
37,2025-07-13,79.62,75.38
72,2025-07-13,91.91,12.11
84,2025-07-13,20.88,75.41
50,2025-07-13,22.74,66.44
64,2025-07-13,32.45,95.4
18,2025-07-13,62.94,67.34
54,2025-07-13,90.03,78.46
57,2025-07-13,21.21,60.5
36,2025-07-13,31.7,84.01
92,2025-07-13,45.9,11.51
