customer_id,date,amount_billed,amount_paid
45,2025-07-22,80.25,88.0
89,2025-07-22,59.33,21.82
25,2025-07-22,61.64,46.35
81,2025-07-22,55.16,3.8
62,2025-07-22,74.03,27.34
75,2025-07-22,65.18,16.2
15,2025-07-22,74.94,58.28
14,2025-07-22,66.66,14.41
20,2025-07-22,99.95,31.9
8,2025-07-22,98.07,37.83
17,2025-07-22,22.4,14.93
24,2025-07-22,38.6,66.2
72,2025-07-22,25.81,88.64
41,2025-07-22,16.62,76.98
42,2025-07-22,69.67,97.83
6,2025-07-22,64.76,50.12
38,2025-07-22,85.82,46.32
84,2025-07-22,55.43,23.8
64,2025-07-22,83.78,86.44
10,2025-07-22,33.45,80.33
53,2025-07-22,65.05,4.43
47,2025-07-22,23.02,72.71
27,2025-07-22,39.39,39.73
46,2025-07-22,90.9,87.26
77,2025-07-22,55.03,4.55
74,2025-07-22,95.5,56.92
58,2025-07-22,58.06,54.68
57,2025-07-22,69.66,73.62
78,2025-07-22,29.47,55.52
13,2025-07-22,74.28,22.57
99,2025-07-22,24.51,74.31
48,2025-07-22,84.62,65.23
95,2025-07-22,90.11,0.46
73,2025-07-22,75.96,80.1
86,2025-07-22,78.15,89.49
7,2025-07-22,95.45,85.4
3,2025-07-22,35.78,3.6
5,2025-07-22,54.31,42.11
98,2025-07-22,96.63,78.78
63,2025-07-22,54.9,5.64
68,2025-07-22,65.97,24.67
83,2025-07-22,19.76,32.06
54,2025-07-22,18.47,47.43
30,2025-07-22,49.22,90.8
52,2025-07-22,68.83,41.76
31,2025-07-22,13.24,99.86
79,2025-07-22,50.04,11.67
1,2025-07-22,12.41,15.54
90,2025-07-22,33.92,74.37
82,2025-07-22,81.66,85.24
39,2025-07-22,85.89,85.19
33,2025-07-22,32.73,47.84
16,2025-07-22,54.62,74.35
28,2025-07-22,95.71,6.24
26,2025-07-22,99.43,60.7
59,2025-07-22,57.59,4.32
85,2025-07-22,34.87,1.22
35,2025-07-22,80.22,13.83
80,2025-07-22,62.33,67.91
65,2025-07-22,55.97,86.42
87,2025-07-22,57.16,94.84
36,2025-07-22,11.62,30.77
34,2025-07-22,46.25,47.58
9,2025-07-22,10.93,83.6
67,2025-07-22,85.73,52.02
23,2025-07-22,70.71,69.18
76,2025-07-22,69.16,70.84
43,2025-07-22,77.26,54.8
94,2025-07-22,88.55,94.04
22,2025-07-22,20.44,9.74
19,2025-07-22,78.32,74.76
71,2025-07-22,40.44,30.61
44,2025-07-22,74.45,97.31
18,2025-07-22,18.95,86.3
91,2025-07-22,77.52,33.02
21,2025-07-22,99.36,76.89
29,2025-07-22,76.9,34.77
92,2025-07-22,28.23,38.06
70,2025-07-22,75.4,88.67
37,2025-07-22,26.59,60.03
