customer_id,date,data_used_MB,voice_minutes
62,2025-07-17,68.02,60
38,2025-07-17,454.79,50
66,2025-07-17,210.22,55
74,2025-07-17,123.86,43
31,2025-07-17,288.0,48
91,2025-07-17,25.91,45
30,2025-07-17,180.69,30
21,2025-07-17,174.22,43
67,2025-07-17,194.56,50
90,2025-07-17,105.94,42
84,2025-07-17,489.69,47
39,2025-07-17,913.37,56
86,2025-07-17,919.0,44
65,2025-07-17,717.07,54
29,2025-07-17,425.18,46
50,2025-07-17,74.59,62
43,2025-07-17,237.16,42
37,2025-07-17,51.68,52
79,2025-07-17,215.8,55
42,2025-07-17,275.05,73
36,2025-07-17,24.42,55
82,2025-07-17,74.44,45
88,2025-07-17,32.75,49
15,2025-07-17,795.73,50
25,2025-07-17,658.89,58
99,2025-07-17,501.16,38
75,2025-07-17,287.69,48
81,2025-07-17,66.46,47
54,2025-07-17,3.06,44
35,2025-07-17,264.31,54
93,2025-07-17,300.64,54
20,2025-07-17,516.31,40
98,2025-07-17,600.81,38
22,2025-07-17,453.44,41
28,2025-07-17,92.68,58
63,2025-07-17,566.44,55
17,2025-07-17,718.33,47
51,2025-07-17,127.04,56
73,2025-07-17,252.98,40
80,2025-07-17,225.45,56
7,2025-07-17,635.41,63
6,2025-07-17,512.1,55
2,2025-07-17,68.09,38
61,2025-07-17,113.11,56
96,2025-07-17,1772.01,65
94,2025-07-17,123.21,48
49,2025-07-17,123.76,47
44,2025-07-17,607.33,57
64,2025-07-17,409.94,44
45,2025-07-17,1006.55,46
27,2025-07-17,421.09,61
13,2025-07-17,297.44,58
100,2025-07-17,186.34,49
60,2025-07-17,259.44,63
12,2025-07-17,140.2,52
1,2025-07-17,631.06,36
70,2025-07-17,210.21,48
58,2025-07-17,204.64,45
46,2025-07-17,58.67,49
5,2025-07-17,365.73,55
23,2025-07-17,0.76,48
53,2025-07-17,368.19,54
10,2025-07-17,0.22,58
71,2025-07-17,578.62,45
11,2025-07-17,159.23,66
48,2025-07-17,696.77,43
40,2025-07-17,305.97,47
8,2025-07-17,40.4,54
97,2025-07-17,100.75,54
14,2025-07-17,32.79,43
4,2025-07-17,179.06,64
52,2025-07-17,3.07,44
77,2025-07-17,41.89,40
87,2025-07-17,367.28,61
72,2025-07-17,34.92,55
3,2025-07-17,63.66,63
95,2025-07-17,954.38,38
47,2025-07-17,321.04,64
9,2025-07-17,6.04,59
24,2025-07-17,309.86,43
