usage_id,customer_id,date,data_used_MB,voice_minutes
1,100,2025-06-29,549.49,44
2,70,2025-06-29,647.81,47
3,34,2025-06-29,4.9,53
4,42,2025-06-29,141.26,45
5,11,2025-06-29,437.44,48
6,39,2025-06-29,111.9,39
7,46,2025-06-29,2.32,54
8,51,2025-06-29,73.97,56
9,62,2025-06-29,132.51,43
10,45,2025-06-29,551.49,43
11,75,2025-06-29,231.84,42
12,87,2025-06-29,110.78,65
13,80,2025-06-29,562.36,44
14,20,2025-06-29,30.14,46
15,88,2025-06-29,303.15,65
16,79,2025-06-29,610.69,62
17,21,2025-06-29,19.48,54
18,68,2025-06-29,237.82,49
19,91,2025-06-29,457.31,46
20,5,2025-06-29,273.98,54
21,55,2025-06-29,429.14,44
22,14,2025-06-29,544.2,61
23,89,2025-06-29,464.9,46
24,54,2025-06-29,244.67,59
25,94,2025-06-29,110.37,44
26,25,2025-06-29,616.0,45
27,44,2025-06-29,86.23,42
28,81,2025-06-29,310.02,49
29,23,2025-06-29,252.94,55
30,73,2025-06-29,26.24,55
31,47,2025-06-29,74.86,47
32,57,2025-06-29,56.65,42
33,96,2025-06-29,163.04,39
34,97,2025-06-29,980.5,61
35,22,2025-06-29,383.6,43
36,76,2025-06-29,102.8,36
37,37,2025-06-29,111.91,39
38,40,2025-06-29,58.99,75
39,99,2025-06-29,465.47,44
40,63,2025-06-29,94.21,52
41,98,2025-06-29,8.61,52
42,2,2025-06-29,1078.7,39
43,43,2025-06-29,420.31,46
44,61,2025-06-29,132.76,43
45,18,2025-06-29,219.03,55
46,82,2025-06-29,65.7,47
47,29,2025-06-29,667.23,62
48,52,2025-06-29,20.95,49
49,38,2025-06-29,52.58,47
50,24,2025-06-29,197.5,52
51,10,2025-06-29,328.3,36
52,41,2025-06-29,163.63,38
53,27,2025-06-29,7.06,43
54,6,2025-06-29,224.78,49
55,93,2025-06-29,35.77,51
56,30,2025-06-29,286.0,62
57,85,2025-06-29,319.11,50
58,60,2025-06-29,129.16,37
59,66,2025-06-29,379.18,49
60,48,2025-06-29,817.54,46
61,32,2025-06-29,40.96,55
62,90,2025-06-29,338.7,44
63,4,2025-06-29,207.06,53
64,7,2025-06-29,102.95,51
65,95,2025-06-29,229.67,44
66,33,2025-06-29,184.56,56
67,58,2025-06-29,139.48,50
68,84,2025-06-29,597.34,54
69,16,2025-06-29,45.87,59
70,49,2025-06-29,1.07,52
71,74,2025-06-29,605.21,56
72,78,2025-06-29,759.55,51
73,35,2025-06-29,10.67,41
74,77,2025-06-29,164.56,37
75,53,2025-06-29,534.19,47
76,83,2025-06-29,805.54,55
77,9,2025-06-29,467.88,44
78,15,2025-06-29,443.7,50
79,71,2025-06-29,185.21,57
80,26,2025-06-29,173.62,54
