customer_id,date,amount_billed,amount_paid
87,2025-07-29,37.38,70.98
64,2025-07-29,51.59,67.76
28,2025-07-29,59.97,43.06
43,2025-07-29,20.24,64.58
25,2025-07-29,20.7,89.86
10,2025-07-29,34.14,30.75
41,2025-07-29,93.09,7.99
54,2025-07-29,62.95,77.12
71,2025-07-29,49.14,96.11
99,2025-07-29,50.24,27.61
60,2025-07-29,55.24,3.7
90,2025-07-29,26.92,12.02
11,2025-07-29,77.36,86.71
38,2025-07-29,82.37,94.97
69,2025-07-29,47.42,13.24
34,2025-07-29,44.32,60.95
27,2025-07-29,85.25,25.25
36,2025-07-29,94.26,32.49
5,2025-07-29,38.21,96.3
100,2025-07-29,29.87,64.46
72,2025-07-29,39.85,13.48
79,2025-07-29,51.73,21.6
74,2025-07-29,76.63,70.52
35,2025-07-29,62.82,42.76
23,2025-07-29,10.28,62.51
30,2025-07-29,29.76,77.74
13,2025-07-29,90.31,54.01
80,2025-07-29,72.1,90.48
1,2025-07-29,13.6,34.31
33,2025-07-29,27.57,76.47
84,2025-07-29,74.22,2.33
76,2025-07-29,13.44,51.8
16,2025-07-29,44.92,42.56
78,2025-07-29,88.23,77.06
20,2025-07-29,67.47,5.43
67,2025-07-29,21.53,67.67
14,2025-07-29,24.65,50.45
61,2025-07-29,81.4,80.61
81,2025-07-29,28.13,42.35
91,2025-07-29,32.94,36.78
57,2025-07-29,36.68,3.88
32,2025-07-29,63.65,85.05
68,2025-07-29,74.97,58.52
82,2025-07-29,59.21,84.4
73,2025-07-29,68.09,50.65
26,2025-07-29,31.42,74.63
63,2025-07-29,79.45,56.91
4,2025-07-29,46.08,90.3
58,2025-07-29,13.31,24.94
59,2025-07-29,40.82,58.54
22,2025-07-29,66.83,87.44
55,2025-07-29,68.33,25.68
9,2025-07-29,28.25,56.81
31,2025-07-29,75.04,13.72
2,2025-07-29,97.8,91.67
52,2025-07-29,53.22,91.43
83,2025-07-29,25.64,8.66
53,2025-07-29,49.53,57.12
77,2025-07-29,35.76,23.95
37,2025-07-29,77.81,27.97
29,2025-07-29,24.02,81.12
70,2025-07-29,67.34,37.32
42,2025-07-29,44.76,99.1
3,2025-07-29,53.58,41.43
7,2025-07-29,91.15,10.68
65,2025-07-29,26.61,11.09
85,2025-07-29,38.84,9.54
96,2025-07-29,60.63,95.59
17,2025-07-29,46.89,61.0
39,2025-07-29,16.73,37.23
98,2025-07-29,76.17,34.19
93,2025-07-29,12.24,79.29
88,2025-07-29,18.47,63.53
94,2025-07-29,12.46,49.15
66,2025-07-29,46.99,60.33
95,2025-07-29,60.12,52.51
8,2025-07-29,71.67,25.21
50,2025-07-29,73.11,79.44
46,2025-07-29,54.55,58.56
56,2025-07-29,25.97,92.35
