customer_id,date,data_used_MB,voice_minutes
26,2025-07-28,141.05,51
9,2025-07-28,123.4,44
62,2025-07-28,130.83,47
51,2025-07-28,584.76,54
39,2025-07-28,448.84,40
31,2025-07-28,741.47,62
17,2025-07-28,802.28,64
52,2025-07-28,447.21,48
41,2025-07-28,399.59,61
79,2025-07-28,218.95,51
50,2025-07-28,380.65,55
47,2025-07-28,506.79,44
61,2025-07-28,60.6,48
2,2025-07-28,751.39,54
66,2025-07-28,88.9,56
70,2025-07-28,63.48,41
96,2025-07-28,268.33,47
77,2025-07-28,16.87,71
14,2025-07-28,73.11,44
82,2025-07-28,228.54,38
28,2025-07-28,627.32,53
13,2025-07-28,130.87,53
53,2025-07-28,306.37,54
6,2025-07-28,191.04,55
80,2025-07-28,343.79,49
37,2025-07-28,411.04,52
93,2025-07-28,38.89,53
54,2025-07-28,149.74,39
94,2025-07-28,459.38,50
86,2025-07-28,9.08,60
10,2025-07-28,459.68,44
33,2025-07-28,97.6,62
25,2025-07-28,382.1,52
24,2025-07-28,35.24,51
38,2025-07-28,804.44,53
68,2025-07-28,424.03,42
27,2025-07-28,8.16,61
43,2025-07-28,161.16,45
84,2025-07-28,497.73,64
8,2025-07-28,54.9,53
46,2025-07-28,109.65,46
4,2025-07-28,58.32,40
3,2025-07-28,126.96,53
60,2025-07-28,129.72,50
36,2025-07-28,128.65,55
87,2025-07-28,373.67,59
71,2025-07-28,890.12,39
15,2025-07-28,61.82,57
74,2025-07-28,231.82,57
20,2025-07-28,1128.92,41
92,2025-07-28,8.53,48
69,2025-07-28,918.25,48
75,2025-07-28,20.53,50
59,2025-07-28,1152.15,44
40,2025-07-28,242.99,49
76,2025-07-28,148.33,39
97,2025-07-28,207.11,59
81,2025-07-28,38.72,49
18,2025-07-28,138.89,55
58,2025-07-28,38.11,48
5,2025-07-28,451.55,46
44,2025-07-28,154.57,49
72,2025-07-28,400.46,61
83,2025-07-28,89.45,51
30,2025-07-28,383.46,49
42,2025-07-28,97.2,54
11,2025-07-28,81.44,50
98,2025-07-28,253.06,52
85,2025-07-28,61.51,46
100,2025-07-28,668.2,42
64,2025-07-28,6.15,53
56,2025-07-28,188.99,42
99,2025-07-28,169.68,50
29,2025-07-28,361.45,43
67,2025-07-28,191.84,56
78,2025-07-28,364.31,57
7,2025-07-28,597.21,43
12,2025-07-28,394.29,42
35,2025-07-28,370.6,39
89,2025-07-28,172.27,38
