customer_id,date,amount_billed,amount_paid
66,2025-07-14,32.95,96.33
97,2025-07-14,89.52,33.56
65,2025-07-14,62.32,91.84
14,2025-07-14,60.38,43.48
48,2025-07-14,16.97,30.29
95,2025-07-14,67.37,34.23
99,2025-07-14,62.58,13.68
80,2025-07-14,87.19,56.92
59,2025-07-14,53.36,68.21
82,2025-07-14,67.58,60.46
1,2025-07-14,98.68,64.46
12,2025-07-14,26.42,95.44
61,2025-07-14,47.41,29.59
25,2025-07-14,91.04,72.26
87,2025-07-14,36.47,5.08
76,2025-07-14,83.64,74.77
36,2025-07-14,48.39,53.55
49,2025-07-14,74.88,9.95
77,2025-07-14,82.49,7.58
33,2025-07-14,53.75,77.42
45,2025-07-14,34.46,8.33
86,2025-07-14,11.74,39.49
34,2025-07-14,87.29,29.45
11,2025-07-14,63.7,94.17
28,2025-07-14,80.82,20.95
2,2025-07-14,84.99,95.9
92,2025-07-14,32.12,32.24
54,2025-07-14,80.74,13.57
31,2025-07-14,27.56,51.93
93,2025-07-14,42.54,8.44
22,2025-07-14,85.61,95.37
9,2025-07-14,23.84,39.63
40,2025-07-14,43.94,64.63
43,2025-07-14,26.8,85.3
72,2025-07-14,18.52,5.76
96,2025-07-14,50.27,72.6
13,2025-07-14,90.57,59.75
52,2025-07-14,89.69,42.64
32,2025-07-14,48.53,53.1
21,2025-07-14,83.88,46.51
42,2025-07-14,29.81,40.18
90,2025-07-14,51.49,66.22
71,2025-07-14,57.9,14.62
19,2025-07-14,89.65,57.67
58,2025-07-14,11.0,65.25
79,2025-07-14,96.92,2.67
24,2025-07-14,13.15,5.35
20,2025-07-14,41.31,28.2
6,2025-07-14,57.29,83.06
83,2025-07-14,99.13,33.38
84,2025-07-14,16.33,60.13
51,2025-07-14,11.28,75.38
81,2025-07-14,49.95,92.67
94,2025-07-14,97.62,4.81
63,2025-07-14,82.32,18.26
41,2025-07-14,90.82,93.92
53,2025-07-14,37.04,96.12
57,2025-07-14,52.18,34.85
55,2025-07-14,73.98,26.53
17,2025-07-14,93.72,25.54
3,2025-07-14,89.05,70.25
60,2025-07-14,10.88,64.68
91,2025-07-14,84.69,12.55
56,2025-07-14,53.97,40.99
30,2025-07-14,11.13,53.81
85,2025-07-14,40.29,88.22
38,2025-07-14,96.53,1.56
75,2025-07-14,50.91,1.81
78,2025-07-14,51.39,33.23
18,2025-07-14,78.03,87.62
70,2025-07-14,76.32,22.29
89,2025-07-14,97.62,94.08
5,2025-07-14,75.54,58.2
46,2025-07-14,43.14,32.12
10,2025-07-14,60.69,94.98
73,2025-07-14,51.58,38.44
50,2025-07-14,80.72,58.3
88,2025-07-14,96.93,33.4
37,2025-07-14,71.61,15.15
69,2025-07-14,56.14,63.36
