customer_id,date,amount_billed,amount_paid
29,2025-07-21,14.89,5.38
39,2025-07-21,30.78,77.63
78,2025-07-21,48.52,81.9
79,2025-07-21,97.76,73.8
21,2025-07-21,19.25,31.06
55,2025-07-21,16.3,82.46
92,2025-07-21,29.4,55.49
49,2025-07-21,98.73,26.98
50,2025-07-21,17.31,2.9
2,2025-07-21,42.45,65.78
96,2025-07-21,48.61,17.89
23,2025-07-21,85.83,7.56
12,2025-07-21,58.81,72.36
27,2025-07-21,88.75,7.08
87,2025-07-21,90.24,65.27
90,2025-07-21,11.35,73.26
13,2025-07-21,63.81,97.75
98,2025-07-21,34.13,63.71
5,2025-07-21,75.67,73.2
54,2025-07-21,31.41,64.5
34,2025-07-21,50.48,19.45
6,2025-07-21,97.24,11.88
72,2025-07-21,51.69,20.14
89,2025-07-21,17.08,54.71
75,2025-07-21,24.69,35.88
9,2025-07-21,10.17,18.63
36,2025-07-21,12.36,84.13
52,2025-07-21,69.06,97.12
68,2025-07-21,34.54,22.58
95,2025-07-21,19.33,65.52
30,2025-07-21,71.07,70.24
83,2025-07-21,15.31,81.26
42,2025-07-21,69.68,38.66
44,2025-07-21,85.81,0.94
99,2025-07-21,16.41,64.59
62,2025-07-21,58.33,59.32
3,2025-07-21,82.97,11.55
11,2025-07-21,37.39,33.69
38,2025-07-21,74.97,0.27
46,2025-07-21,97.97,60.28
51,2025-07-21,50.72,81.38
20,2025-07-21,69.7,85.51
93,2025-07-21,73.05,34.94
86,2025-07-21,68.05,71.9
45,2025-07-21,92.35,46.0
19,2025-07-21,64.13,23.14
63,2025-07-21,77.21,12.98
24,2025-07-21,81.87,75.95
97,2025-07-21,27.39,60.26
33,2025-07-21,50.5,71.57
35,2025-07-21,77.61,77.52
85,2025-07-21,68.01,72.11
60,2025-07-21,78.37,3.55
88,2025-07-21,47.51,69.65
48,2025-07-21,57.11,3.04
31,2025-07-21,92.83,66.68
66,2025-07-21,19.5,20.04
7,2025-07-21,52.26,32.41
100,2025-07-21,22.01,94.39
18,2025-07-21,88.46,32.45
28,2025-07-21,87.9,63.77
4,2025-07-21,14.25,81.86
70,2025-07-21,13.67,39.96
82,2025-07-21,96.31,19.66
43,2025-07-21,24.2,34.51
56,2025-07-21,84.16,66.24
10,2025-07-21,27.8,38.47
32,2025-07-21,64.55,17.55
77,2025-07-21,33.34,38.76
73,2025-07-21,26.55,30.15
61,2025-07-21,81.49,63.7
80,2025-07-21,76.25,38.6
37,2025-07-21,58.3,66.18
64,2025-07-21,83.21,74.12
40,2025-07-21,57.81,27.56
57,2025-07-21,83.91,31.0
22,2025-07-21,68.37,44.45
53,2025-07-21,23.16,57.88
76,2025-07-21,24.71,93.11
41,2025-07-21,65.98,21.16
